           wave         flux     flux_err    norm_flux   model_flux   model_flux_err      res_flux  
  3500.00000000   0.43235300   0.03620830   0.38225008   0.38376637       0.00272750    0.04858663  
  3501.00000000   0.38124100   0.03534960   0.38201520   0.38351240       0.00268880   -0.00227140  
  3502.00000000   0.33948500   0.03464980   0.38170974   0.38318779       0.00260231   -0.04370279  
  3503.00000000   0.37455300   0.03490230   0.38135743   0.38281624       0.00252861   -0.00826324  
  3504.00000000   0.41523400   0.03537640   0.38098158   0.38242108       0.00249160    0.03281292  
  3505.00000000   0.37868400   0.03470310   0.38059695   0.38201706       0.00247130   -0.00333306  
  3506.00000000   0.36335500   0.03434430   0.38021008   0.38161072       0.00244296   -0.01825572  
  3507.00000000   0.38857900   0.03455250   0.37982309   0.38120420       0.00241532    0.00737480  
  3508.00000000   0.37307600   0.03403000   0.37943654   0.38079804       0.00238934   -0.00772204  
  3509.00000000   0.38273600   0.03437760   0.37905062   0.38039242       0.00236403    0.00234358  
  3510.00000000   0.40072400   0.03443910   0.37866533   0.37998736       0.00233905    0.02073664  
  3511.00000000   0.39457200   0.03401460   0.37828059   0.37958277       0.00231418    0.01498923  
  3512.00000000   0.39017500   0.03380220   0.37789627   0.37917852       0.00228918    0.01099648  
  3513.00000000   0.37451800   0.03318140   0.37751229   0.37877454       0.00226384   -0.00425654  
  3514.00000000   0.37915200   0.03306430   0.37712857   0.37837074       0.00223801    0.00078126  
  3515.00000000   0.37841100   0.03289130   0.37674509   0.37796711       0.00221168    0.00044389  
  3516.00000000   0.38226200   0.03251420   0.37636193   0.37756371       0.00218502    0.00469829  
  3517.00000000   0.38266600   0.03233880   0.37597928   0.37716075       0.00215836    0.00550525  
  3518.00000000   0.36973600   0.03224870   0.37559734   0.37675841       0.00213198   -0.00702241  
  3519.00000000   0.36581900   0.03224160   0.37521613   0.37635673       0.00210589   -0.01053773  
  3520.00000000   0.39731200   0.03250700   0.37483553   0.37595559       0.00207986    0.02135641  
  3521.00000000   0.41241700   0.03251250   0.37445538   0.37555482       0.00205363    0.03686218  
  3522.00000000   0.38098800   0.03178850   0.37407562   0.37515435       0.00202713    0.00583365  
