           wave         flux     flux_err    norm_flux   model_flux   model_flux_err      res_flux  
  3400.00000000   0.95702800   0.01642520   0.91803778   0.93233314       0.00129739    0.02469486  
  3402.00000000   0.93194100   0.01629850   0.91676328   0.93111172       0.00098379    0.00082928  
  3404.00000000   0.92966100   0.01619100   0.91504079   0.92944252       0.00090952    0.00021848  
  3406.00000000   0.95955300   0.01627190   0.91318744   0.92764267       0.00089192    0.03191033  
  3408.00000000   0.96091500   0.01621270   0.91132325   0.92583219       0.00086099    0.03508281  
  3410.00000000   0.92601900   0.01591690   0.90946344   0.92402632       0.00087397    0.00199268  
  3412.00000000   0.90741300   0.01572780   0.90760622   0.92222330       0.00089614   -0.01481030  
  3414.00000000   0.91802500   0.01578490   0.90575288   0.92042443       0.00091793   -0.00239943  
  3416.00000000   0.94076700   0.01593710   0.90390626   0.91863259       0.00093906    0.02213441  
  3418.00000000   0.91679800   0.01577420   0.90206581   0.91684723       0.00093658   -0.00004923  
  3420.00000000   0.89786100   0.01561240   0.90022874   0.91506559       0.00091246   -0.01720459  
  3422.00000000   0.89963100   0.01560070   0.89839418   0.91328683       0.00088931   -0.01365583  
  3424.00000000   0.89307600   0.01554000   0.89656362   0.91151246       0.00086718   -0.01843646  
  3426.00000000   0.89781000   0.01550820   0.89473881   0.90974424       0.00084505   -0.01193424  
  3428.00000000   0.90032400   0.01549230   0.89292054   0.90798299       0.00082826   -0.00765899  
  3430.00000000   0.89340100   0.01545030   0.89110831   0.90622819       0.00083529   -0.01282719  
  3432.00000000   0.89417600   0.01540860   0.88929980   0.90447755       0.00085021   -0.01030155  
  3434.00000000   0.91942000   0.01553360   0.88749316   0.90272921       0.00084240    0.01669079  
  3436.00000000   0.92364300   0.01554280   0.88568983   0.90098463       0.00081028    0.02265837  
  3438.00000000   0.88490000   0.01520140   0.88389166   0.89924563       0.00076979   -0.01434563  
  3440.00000000   0.87451000   0.01504920   0.88209919   0.89751280       0.00072321   -0.02300280  
  3442.00000000   0.88242600   0.01512560   0.88031125   0.89578495       0.00068130   -0.01335895  
  3444.00000000   0.90749300   0.01527030   0.87852803   0.89406228       0.00066061    0.01343072  
  3446.00000000   0.90477800   0.01513700   0.87675094   0.89234620       0.00064307    0.01243180  
  3448.00000000   0.86432200   0.01486370   0.87497864   0.89063536       0.00059419   -0.02631336  
  3450.00000000   0.86504200   0.01492960   0.87320986   0.88892850       0.00056528   -0.02388650  
  3452.00000000   0.90293900   0.01520710   0.87144450   0.88722552       0.00055372    0.01571348  
  3454.00000000   0.90579800   0.01522840   0.86968258   0.88552642       0.00051739    0.02027158  
  3456.00000000   0.88244100   0.01505350   0.86792427   0.88383137       0.00049426   -0.00139037  
  3458.00000000   0.87110200   0.01495050   0.86617182   0.88214263       0.00047187   -0.01104063  
  3460.00000000   0.87450300   0.01484480   0.86442561   0.88046055       0.00044413   -0.00595755  
  3462.00000000   0.86630600   0.01467300   0.86268380   0.87878331       0.00042127   -0.01247731  
  3464.00000000   0.84822600   0.01448000   0.86094593   0.87711044       0.00039081   -0.02888444  
  3466.00000000   0.85966200   0.01450120   0.85921309   0.87544301       0.00036686   -0.01578101  
  3468.00000000   0.84815300   0.01443320   0.85748497   0.87378069       0.00034317   -0.02562769  
  3470.00000000   0.86639100   0.01447660   0.85576005   0.87212195       0.00031934   -0.00573095  
  3472.00000000   0.89290500   0.01476050   0.85403818   0.87046661       0.00029468    0.02243839  
  3474.00000000   0.88786400   0.01467940   0.85231974   0.86881500       0.00027756    0.01904900  
  3476.00000000   0.86707300   0.01441590   0.85060528   0.86716766       0.00026172   -0.00009466  
  3478.00000000   0.85914200   0.01450880   0.84889654   0.86552630       0.00026441   -0.00638430  
  3480.00000000   0.87325200   0.01461950   0.84719328   0.86389066       0.00026882    0.00936134  
  3482.00000000   0.87836200   0.01466910   0.84549449   0.86225971       0.00026960    0.01610229  
  3484.00000000   0.86899000   0.01463570   0.84379966   0.86063292       0.00028249    0.00835708  
  3486.00000000   0.85975900   0.01476530   0.84210891   0.85901038       0.00028212    0.00074862  
  3488.00000000   0.87741400   0.01468300   0.84042363   0.85739349       0.00028810    0.02002051  
  3490.00000000   0.86221500   0.01436950   0.83874254   0.85578095       0.00029392    0.00643405  
  3492.00000000   0.85513100   0.01420930   0.83706313   0.85417023       0.00029703    0.00096077  
  3494.00000000   0.87166000   0.01427550   0.83538642   0.85256236       0.00029657    0.01909764  
  3496.00000000   0.84582300   0.01406340   0.83371579   0.85096072       0.00030097   -0.00513772  
  3498.00000000   0.83480700   0.01389860   0.83205194   0.84936600       0.00031539   -0.01455900  
  3500.00000000   0.85213700   0.01400530   0.83039187   0.84777520       0.00033037    0.00436180  
  3502.00000000   0.83558700   0.01384910   0.82873350   0.84618625       0.00033742   -0.01059925  
  3504.00000000   0.84916200   0.01391680   0.82707825   0.84460056       0.00032960    0.00456144  
  3506.00000000   0.85735200   0.01397730   0.82542805   0.84302003       0.00033525    0.01433197  
  3508.00000000   0.82128200   0.01370380   0.82378206   0.84144385       0.00034071   -0.02016185  
  3510.00000000   0.81396000   0.01363510   0.82214044   0.83987216       0.00034617   -0.02591216  
  3512.00000000   0.83575500   0.01378140   0.82050419   0.83830596       0.00035483   -0.00255096  
  3514.00000000   0.82813500   0.01371960   0.81887229   0.83674420       0.00037449   -0.00860920  
  3516.00000000   0.81874800   0.01360920   0.81724494   0.83518708       0.00039506   -0.01643908  
  3518.00000000   0.83086000   0.01363650   0.81562082   0.83363325       0.00041501   -0.00277325  
  3520.00000000   0.82345600   0.01358750   0.81399866   0.83208142       0.00043247   -0.00862542  
  3522.00000000   0.84579900   0.01368630   0.81238124   0.83053433       0.00045118    0.01526467  
  3524.00000000   0.84798400   0.01365130   0.81076847   0.82899188       0.00047616    0.01899212  
  3526.00000000   0.82413600   0.01343440   0.80915892   0.82745260       0.00050327   -0.00331660  
  3528.00000000   0.81571800   0.01334140   0.80755358   0.82591747       0.00052277   -0.01019947  
  3530.00000000   0.84974600   0.01353400   0.80595235   0.82438637       0.00053759    0.02535963  
  3532.00000000   0.85089500   0.01353370   0.80435574   0.82285978       0.00055404    0.02803522  
  3534.00000000   0.83612200   0.01343980   0.80276407   0.82133801       0.00057160    0.01478399  
  3536.00000000   0.83464900   0.01345150   0.80117536   0.81981908       0.00058849    0.01482992  
  3538.00000000   0.84011700   0.01355500   0.79958964   0.81830301       0.00060424    0.02181399  
  3540.00000000   0.81675200   0.01353700   0.79800693   0.81678984       0.00061953   -0.00003784  
  3542.00000000   0.80945900   0.01354730   0.79642799   0.81528034       0.00063605   -0.00582134  
  3544.00000000   0.81350800   0.01365900   0.79485444   0.81377614       0.00065404   -0.00026814  
  3546.00000000   0.79096600   0.01348900   0.79328586   0.81227683       0.00067233   -0.02131083  
  3548.00000000   0.82198600   0.01363900   0.79172025   0.81078043       0.00069631    0.01120557  
  3550.00000000   0.82825600   0.01364260   0.79015826   0.80928759       0.00072027    0.01896841  
  3552.00000000   0.83551500   0.01362660   0.78860104   0.80779947       0.00074274    0.02771553  
  3554.00000000   0.83319500   0.01357790   0.78704764   0.80631513       0.00076746    0.02687987  
  3556.00000000   0.80945700   0.01349660   0.78549814   0.80483469       0.00079224    0.00462231  
  3558.00000000   0.82309300   0.01350260   0.78395322   0.80335884       0.00081219    0.01973416  
  3560.00000000   0.82067900   0.01335430   0.78241197   0.80188673       0.00083755    0.01879227  
  3562.00000000   0.79028100   0.01311270   0.78087441   0.80041840       0.00087602   -0.01013740  
  3564.00000000   0.78623700   0.01300730   0.77934110   0.79895448       0.00087822   -0.01271748  
  3566.00000000   0.79039700   0.01291380   0.77781068   0.79749364       0.00089900   -0.00709664  
  3568.00000000   0.78531900   0.01284960   0.77628210   0.79603488       0.00092092   -0.01071588  
  3570.00000000   0.78648900   0.01283900   0.77475708   0.79457995       0.00094125   -0.00809095  
  3572.00000000   0.78927200   0.01277770   0.77323768   0.79313095       0.00095670   -0.00385895  
  3574.00000000   0.78676200   0.01266510   0.77172292   0.79168692       0.00097313   -0.00492492  
  3576.00000000   0.79966200   0.01266420   0.77021038   0.79024549       0.00094718    0.00941651  
  3578.00000000   0.79873300   0.01270320   0.76869944   0.78880606       0.00096334    0.00992694  
  3580.00000000   0.78407700   0.01256950   0.76719257   0.78737112       0.00097881   -0.00329412  
  3582.00000000   0.78946600   0.01246880   0.76569220   0.78594314       0.00099357    0.00352286  
  3584.00000000   0.78467900   0.01235220   0.76419676   0.78452060       0.00100761    0.00015840  
  3586.00000000   0.78354500   0.01235340   0.76270370   0.78310096       0.00102131    0.00044404  
  3588.00000000   0.77017900   0.01231790   0.76121320   0.78168445       0.00103380   -0.01150545  
  3590.00000000   0.78162200   0.01237250   0.75972628   0.78027211       0.00103670    0.00134989  
  3592.00000000   0.79092300   0.01236610   0.75824220   0.77886325       0.00101621    0.01205975  
  3594.00000000   0.78097300   0.01226360   0.75676142   0.77745836       0.00099475    0.00351464  
  3596.00000000   0.76697600   0.01218760   0.75528588   0.77605941       0.00098931   -0.00908341  
  3598.00000000   0.76930400   0.01215560   0.75381429   0.77466515       0.00099199   -0.00536115  
  3600.00000000   0.76634200   0.01208260   0.75234508   0.77327403       0.00099150   -0.00693203  
  3602.00000000   0.75820300   0.01204030   0.75087967   0.77188751       0.00098964   -0.01368451  
  3604.00000000   0.75329400   0.01198090   0.74941904   0.77050661       0.00098761   -0.01721261  
  3606.00000000   0.75834000   0.01193630   0.74796185   0.76913000       0.00096053   -0.01079000  
  3608.00000000   0.75387100   0.01188190   0.74650728   0.76775688       0.00091746   -0.01388588  
  3610.00000000   0.74856100   0.01182210   0.74505578   0.76638771       0.00087303   -0.01782671  
  3612.00000000   0.76178700   0.01186740   0.74360760   0.76502272       0.00082838   -0.00323572  
  3614.00000000   0.76176000   0.01194030   0.74216362   0.76366282       0.00078227   -0.00190282  
  3616.00000000   0.75773200   0.01195520   0.74072424   0.76230839       0.00073893   -0.00457639  
  3618.00000000   0.74312900   0.01187380   0.73928805   0.76095801       0.00073038   -0.01782901  
  3620.00000000   0.74785400   0.01182380   0.73785401   0.75961063       0.00071806   -0.01175663  
  3622.00000000   0.74926600   0.01180690   0.73642378   0.75826790       0.00070448   -0.00900190  
  3624.00000000   0.73665800   0.01176580   0.73499914   0.75693156       0.00071123   -0.02027356  
  3626.00000000   0.73448500   0.01171510   0.73357762   0.75559913       0.00067824   -0.02111413  
  3628.00000000   0.74694900   0.01177710   0.73215734   0.75426869       0.00065944   -0.00731969  
  3630.00000000   0.75238500   0.01181900   0.73074104   0.75294293       0.00064003   -0.00055793  
  3632.00000000   0.74542600   0.01183180   0.72932948   0.75162256       0.00062118   -0.00619656  
  3634.00000000   0.73872700   0.01175040   0.72792173   0.75030660       0.00060162   -0.01157960  
  3636.00000000   0.74444300   0.01179490   0.72651725   0.74899445       0.00058067   -0.00455145  
  3638.00000000   0.72368000   0.01164860   0.72511542   0.74768544       0.00055745   -0.02400544  
  3640.00000000   0.75730300   0.01175820   0.72371589   0.74637916       0.00053130    0.01092384  
  3642.00000000   0.74346600   0.01164320   0.72231847   0.74507535       0.00050207   -0.00160935  
  3644.00000000   0.72338700   0.01150680   0.72092570   0.74377647       0.00047460   -0.02038947  
  3646.00000000   0.72060300   0.01150610   0.71953802   0.74248290       0.00045317   -0.02187990  
  3648.00000000   0.74059300   0.01162280   0.71815377   0.74119291       0.00041075   -0.00059991  
  3650.00000000   0.74486000   0.01162760   0.71676751   0.73990095       0.00040858    0.00495905  
  3652.00000000   0.73591200   0.01155790   0.71535273   0.73858044       0.00043636   -0.00266844  
  3654.00000000   0.75056000   0.01156950   0.71386201   0.73718387       0.00033840    0.01337613  
  3656.00000000   0.74070000   0.01146510   0.71231934   0.73573514       0.00045516    0.00496486  
  3658.00000000   0.73622800   0.01138040   0.71083165   0.73434110       0.00039421    0.00188690  
  3660.00000000   0.74376600   0.01135600   0.70942109   0.73302381       0.00036840    0.01074219  
  3662.00000000   0.73488300   0.01127240   0.70804106   0.73173662       0.00034109    0.00314638  
  3664.00000000   0.73111700   0.01121070   0.70666737   0.73045524       0.00029164    0.00066176  
  3666.00000000   0.72701700   0.01117820   0.70529547   0.72917505       0.00029453   -0.00215805  
  3668.00000000   0.73652900   0.01117890   0.70392588   0.72789652       0.00024024    0.00863248  
  3670.00000000   0.73046100   0.01102850   0.70255848   0.72661943       0.00020013    0.00384157  
  3672.00000000   0.71533100   0.01089090   0.70119167   0.72534214       0.00018966   -0.01001114  
  3674.00000000   0.72185100   0.01091920   0.69982558   0.72406470       0.00020507   -0.00221370  
  3676.00000000   0.73437300   0.01094040   0.69846219   0.72278903       0.00020766    0.01158397  
  3678.00000000   0.73595900   0.01089810   0.69710337   0.72151691       0.00021033    0.01444209  
  3680.00000000   0.72282800   0.01082940   0.69574793   0.72024709       0.00025754    0.00258091  
  3682.00000000   0.71024400   0.01070160   0.69439431   0.71897796       0.00027379   -0.00873396  
  3684.00000000   0.70764300   0.01061810   0.69304147   0.71770841       0.00031605   -0.01006541  
  3686.00000000   0.71206000   0.01060460   0.69169035   0.71643935       0.00041149   -0.00437935  
  3688.00000000   0.69992700   0.01049270   0.69034258   0.71517230       0.00049469   -0.01524530  
  3690.00000000   0.71388000   0.01057270   0.68899662   0.71390567       0.00053958   -0.00002567  
  3692.00000000   0.72860800   0.01064400   0.68765176   0.71263867       0.00058255    0.01596933  
  3694.00000000   0.71036000   0.01050490   0.68630779   0.71137102       0.00062107   -0.00101102  
  3696.00000000   0.70919000   0.01047800   0.68495774   0.71009567       0.00066322   -0.00090567  
  3698.00000000   0.71372300   0.01056600   0.68359006   0.70880100       0.00072671    0.00492200  
  3700.00000000   0.71713500   0.01059550   0.68221160   0.70749379       0.00080588    0.00964121  
  3702.00000000   0.70968500   0.01088200   0.68084779   0.70619940       0.00086945    0.00348560  
  3704.00000000   0.70137600   0.01074140   0.67950395   0.70492309       0.00091424   -0.00354709  
  3706.00000000   0.70088700   0.01039150   0.67817001   0.70365473       0.00095609   -0.00276773  
  3708.00000000   0.68869100   0.01033580   0.67684145   0.70238973       0.00099975   -0.01369873  
  3710.00000000   0.69160900   0.01034620   0.67551775   0.70112751       0.00104320   -0.00951851  
  3712.00000000   0.69885900   0.01033410   0.67419628   0.69986537       0.00108834   -0.00100637  
  3714.00000000   0.69047200   0.01023770   0.67287547   0.69860166       0.00113666   -0.00812966  
  3716.00000000   0.69571700   0.01022770   0.67155816   0.69733913       0.00118395   -0.00162213  
  3718.00000000   0.71105600   0.01022000   0.67024630   0.69607966       0.00122763    0.01497634  
  3720.00000000   0.70392700   0.01011240   0.66893834   0.69482161       0.00127013    0.00910539  
  3722.00000000   0.68749100   0.01003750   0.66763267   0.69356328       0.00131321   -0.00607228  
  3724.00000000   0.68183100   0.01002420   0.66633029   0.69230563       0.00135012   -0.01047463  
  3726.00000000   0.68426200   0.01005820   0.66503298   0.69105033       0.00138613   -0.00678833  
  3728.00000000   0.68723300   0.01008860   0.66374107   0.68979765       0.00142118   -0.00256465  
  3730.00000000   0.69749200   0.01013600   0.66245536   0.68854830       0.00145740    0.00894370  
  3732.00000000   0.69237100   0.01008700   0.66117589   0.68730223       0.00149624    0.00506877  
  3734.00000000   0.68403100   0.01003170   0.65990081   0.68605750       0.00153021   -0.00202650  
  3736.00000000   0.69099500   0.01006010   0.65862965   0.68481358       0.00155248    0.00618142  
  3738.00000000   0.70411400   0.01010210   0.65735914   0.68356710       0.00157260    0.02054690  
  3740.00000000   0.68994000   0.01001910   0.65607906   0.68230778       0.00160656    0.00763222  
  3742.00000000   0.67424000   0.00991635   0.65479396   0.68104010       0.00165172   -0.00680010  
  3744.00000000   0.68388400   0.00990252   0.65352579   0.67978595       0.00168131    0.00409805  
