           wave         flux     flux_err    norm_flux   model_flux   model_flux_err      res_flux  
  3400.00000000   0.99325800   0.02104850   0.98698644   0.99690448       0.00194696   -0.00364648  
  3402.00000000   0.97652100   0.02079070   0.98555869   0.99549157       0.00185685   -0.01897057  
  3404.00000000   0.98879600   0.02082140   0.98363020   0.99357796       0.00174874   -0.00478196  
  3406.00000000   1.00189000   0.02107360   0.98154479   0.99150744       0.00161061    0.01038256  
  3408.00000000   0.99434800   0.02086380   0.97944015   0.98941772       0.00156508    0.00493028  
  3410.00000000   0.97222300   0.02050150   0.97733874   0.98733124       0.00154585   -0.01510824  
  3412.00000000   1.00859000   0.02054830   0.97524224   0.98524970       0.00153024    0.02334030  
  3414.00000000   0.99818700   0.02046710   0.97315203   0.98317447       0.00151458    0.01501253  
  3416.00000000   0.98035500   0.02043430   0.97106896   0.98110640       0.00149938   -0.00075140  
  3418.00000000   0.99546700   0.02052240   0.96899210   0.97904456       0.00148499    0.01642244  
  3420.00000000   0.99088200   0.02038350   0.96691990   0.97698740       0.00147094    0.01389460  
  3422.00000000   0.96234300   0.01999250   0.96485180   0.97493437       0.00145668   -0.01259137  
  3424.00000000   0.96831000   0.02022430   0.96278856   0.97288622       0.00144261   -0.00457622  
  3426.00000000   0.95046000   0.02000680   0.96073103   0.97084380       0.00142928   -0.02038380  
  3428.00000000   0.94358400   0.01987730   0.95867885   0.96880675       0.00141438   -0.02522275  
  3430.00000000   0.96988700   0.02011450   0.95663169   0.96677475       0.00138961    0.00311225  
  3432.00000000   0.93992600   0.01968060   0.95459028   0.96474851       0.00136514   -0.02482251  
  3434.00000000   0.93198300   0.01960030   0.95255561   0.96272904       0.00134227   -0.03074604  
  3436.00000000   0.96029900   0.01978620   0.95052732   0.96071597       0.00131917   -0.00041697  
  3438.00000000   0.95212700   0.01976820   0.94850436   0.95870825       0.00129488   -0.00658125  
  3440.00000000   0.93966500   0.01953160   0.94648632   0.95670548       0.00128451   -0.01704048  
  3442.00000000   0.93712900   0.01927420   0.94447268   0.95470712       0.00127952   -0.01757812  
  3444.00000000   0.92270500   0.01913360   0.94246457   0.95271431       0.00127471   -0.03000931  
  3446.00000000   0.92983400   0.01920460   0.94046332   0.95072839       0.00127043   -0.02089439  
  3448.00000000   0.91967900   0.01911230   0.93846684   0.94874724       0.00126566   -0.02906824  
