           wave         flux     flux_err    norm_flux   model_flux   model_flux_err      res_flux  
  3500.00000000   0.30459700   0.03004760   0.32352498   0.32170643       0.00199809   -0.01710943  
  3501.00000000   0.32476300   0.03025340   0.32335442   0.32151219       0.00199135    0.00325081  
  3502.00000000   0.32330700   0.03028480   0.32316576   0.32129978       0.00198141    0.00200722  
  3503.00000000   0.30462300   0.02944920   0.32295957   0.32106979       0.00196854   -0.01644679  
  3504.00000000   0.30492400   0.02964180   0.32273675   0.32082312       0.00195314   -0.01589912  
  3505.00000000   0.32249500   0.03032460   0.32249848   0.32056095       0.00193570    0.00193405  
  3506.00000000   0.32775500   0.03033280   0.32224616   0.32028467       0.00191681    0.00747033  
  3507.00000000   0.32775500   0.02959880   0.32198133   0.31999582       0.00190598    0.00775918  
  3508.00000000   0.30963100   0.02908380   0.32170559   0.31969601       0.00192923   -0.01006501  
  3509.00000000   0.33336000   0.02945450   0.32142055   0.31938685       0.00191803    0.01397315  
  3510.00000000   0.32004700   0.02951090   0.32112775   0.31906987       0.00189007    0.00097713  
  3511.00000000   0.32004700   0.02889950   0.32082863   0.31874651       0.00186435    0.00130049  
  3512.00000000   0.32343300   0.02878340   0.32052448   0.31841806       0.00184106    0.00501494  
  3513.00000000   0.30778300   0.02821180   0.32021644   0.31808567       0.00182019   -0.01030267  
  3514.00000000   0.30074200   0.02802550   0.31990547   0.31775029       0.00180156   -0.01700829  
  3515.00000000   0.30175600   0.02796150   0.31959237   0.31741273       0.00178490   -0.01565673  
  3516.00000000   0.31727700   0.02809270   0.31927779   0.31707364       0.00176990    0.00020336  
  3517.00000000   0.32512200   0.02809470   0.31896224   0.31673351       0.00175627    0.00838849  
  3518.00000000   0.31707200   0.02778080   0.31864611   0.31639276       0.00174370    0.00067924  
  3519.00000000   0.32608900   0.02803280   0.31832971   0.31605166       0.00173196    0.01003734  
  3520.00000000   0.31900100   0.02767620   0.31801323   0.31571044       0.00172085    0.00329056  
  3521.00000000   0.32019300   0.02746730   0.31769685   0.31536926       0.00171021    0.00482374  
  3522.00000000   0.32228000   0.02744270   0.31738066   0.31502821       0.00170013    0.00725179  
  3523.00000000   0.31903900   0.02722610   0.31706475   0.31468737       0.00169373    0.00435163  
  3524.00000000   0.31678200   0.02704040   0.31674915   0.31434680       0.00168758    0.00243520  
  3525.00000000   0.29974200   0.02658910   0.31643390   0.31400652       0.00168161   -0.01426452  
  3526.00000000   0.30983800   0.02667670   0.31611902   0.31366655       0.00167577   -0.00382855  
  3527.00000000   0.30646400   0.02653120   0.31580452   0.31332690       0.00167002   -0.00686290  
  3528.00000000   0.31652200   0.02664980   0.31549041   0.31298758       0.00166433    0.00353442  
  3529.00000000   0.31826400   0.02666800   0.31517669   0.31264860       0.00165869    0.00561540  
  3530.00000000   0.31740800   0.02670120   0.31486337   0.31230995       0.00165308    0.00509805  
  3531.00000000   0.31730400   0.02673790   0.31455044   0.31197164       0.00164444    0.00533236  
  3532.00000000   0.30707900   0.02658070   0.31423791   0.31163367       0.00162329   -0.00455467  
  3533.00000000   0.29852500   0.02644360   0.31392577   0.31129603       0.00159781   -0.01277103  
  3534.00000000   0.30067300   0.02630280   0.31361403   0.31095872       0.00158913   -0.01028572  
  3535.00000000   0.31489100   0.02634880   0.31330268   0.31062175       0.00158051    0.00426925  
  3536.00000000   0.31467000   0.02614510   0.31299171   0.31028511       0.00157197    0.00438489  
  3537.00000000   0.31893000   0.02588830   0.31268114   0.30994880       0.00156348    0.00898120  
  3538.00000000   0.31542700   0.02594420   0.31237096   0.30961281       0.00155506    0.00581419  
  3539.00000000   0.31374100   0.02580400   0.31206116   0.30927715       0.00154671    0.00446385  
  3540.00000000   0.32187900   0.02595100   0.31175175   0.30894182       0.00153841    0.01293718  
  3541.00000000   0.32044400   0.02585980   0.31144272   0.30860681       0.00153016    0.01183719  
  3542.00000000   0.30710100   0.02555410   0.31113407   0.30827213       0.00152160   -0.00117113  
  3543.00000000   0.30175800   0.02543010   0.31082581   0.30793776       0.00151068   -0.00617976  
  3544.00000000   0.29555400   0.02505050   0.31051793   0.30760371       0.00149982   -0.01204971  
  3545.00000000   0.30122700   0.02507220   0.31021042   0.30726998       0.00148899   -0.00604298  
  3546.00000000   0.31838200   0.02553650   0.30990329   0.30693657       0.00147822    0.01144543  
  3547.00000000   0.30407100   0.02503090   0.30959653   0.30660346       0.00146750   -0.00253246  
  3548.00000000   0.29587100   0.02474260   0.30929015   0.30627068       0.00145683   -0.01039968  
  3549.00000000   0.30608900   0.02478340   0.30898414   0.30593820       0.00144621    0.00015080  
  3550.00000000   0.30801700   0.02461950   0.30867850   0.30560603       0.00143564    0.00241097  
  3551.00000000   0.31431400   0.02465920   0.30837324   0.30527417       0.00142514    0.00903983  
  3552.00000000   0.31114000   0.02458240   0.30806834   0.30494262       0.00141469    0.00619738  
  3553.00000000   0.29988600   0.02425150   0.30776381   0.30461138       0.00140430   -0.00472538  
  3554.00000000   0.30124700   0.02403300   0.30745966   0.30428045       0.00139397   -0.00303345  
  3555.00000000   0.29845100   0.02383440   0.30715588   0.30394983       0.00138371   -0.00549883  
  3556.00000000   0.30119200   0.02389610   0.30685247   0.30361951       0.00137350   -0.00242751  
  3557.00000000   0.30292800   0.02381410   0.30654943   0.30328952       0.00136336   -0.00036152  
  3558.00000000   0.30305500   0.02360700   0.30624677   0.30295983       0.00135327    0.00009517  
  3559.00000000   0.31269800   0.02381170   0.30594449   0.30263045       0.00134325    0.01006755  
