   OBJECT-NAME              FILTER    FITS-FILE               EXPTIME      BCKGRMS           X            Y           FMAG         ERRMAG           SKY          MJD   
                 G191B2B    F625W    icmd71kdq_flc.fits      1.0000        4.9331         284.0053     292.7851      16.6042       0.0023          2.674     56993.0198
                 G191B2B    F775W    icmd71khq_flc.fits      1.3000        4.7420         284.1833     294.1556      17.7000       0.0034          1.186     56993.0207
                 G191B2B    F775W    icmd71kiq_flc.fits      1.3000        4.8763         284.1359     294.1493      17.7054       0.0034          2.045     56993.0215
                 G191B2B    F775W    icmd71kjq_flc.fits      1.3000        4.7653         284.1780     294.1865      17.7045       0.0034          1.521     56993.0222
                 G191B2B    F275W    icmd72j9q_flc.fits      1.0000        4.6769         255.1717     247.2586      16.4866       0.0022          7.375     57070.9829
                 G191B2B    F275W    icmd72jaq_flc.fits      1.0000        4.6667         255.1691     247.2337      16.4886       0.0022          7.567     57070.9836
                 G191B2B    F275W    icmd72jbq_flc.fits      1.0000        4.4867         255.1748     247.2840      16.4864       0.0022          7.022     57070.9843
                 G191B2B    F275W    icmd72jcq_flc.fits      1.0000        4.6435         255.1512     247.2523      16.4859       0.0022          7.788     57070.9850
                 G191B2B    F336W    icmd72jdq_flc.fits      1.0000        4.5636         255.0361     247.9499      16.3237       0.0020          6.065     57070.9860
                 G191B2B    F336W    icmd72jeq_flc.fits      1.0000        4.6869         255.0141     247.9760      16.3235       0.0020          7.423     57070.9867
                 G191B2B    F336W    icmd72jfq_flc.fits      1.0000        4.6620         255.0399     247.9371      16.3167       0.0020          6.802     57070.9874
                 G191B2B    F475W    icmd72jgq_flc.fits      1.0000        4.9950         255.0232     247.1998      15.9061       0.0017          5.685     57070.9884
                 G191B2B    F475W    icmd72jhq_flc.fits      1.0000        4.8516         255.0283     247.2387      15.9038       0.0017          5.467     57070.9891
                 G191B2B    F475W    icmd72jiq_flc.fits      1.0000        4.9905         255.0583     247.2295      15.9045       0.0017          6.447     57070.9899
                 G191B2B    F625W    icmd72jjq_flc.fits      1.0000        4.8463         254.9460     247.2058      16.6085       0.0023          2.632     57070.9908
                 G191B2B    F625W    icmd72jkq_flc.fits      1.0000        4.9204         254.9785     247.1762      16.6052       0.0023          2.906     57070.9916
                 G191B2B    F625W    icmd72jlq_flc.fits      1.0000        4.8377         254.9490     247.1846      16.6078       0.0023          2.483     57070.9923
                 G191B2B    F775W    icmd72jmq_flc.fits      1.3000        4.8653         255.0896     248.9938      17.6996       0.0034          1.858     57070.9932
                 G191B2B    F775W    icmd72jnq_flc.fits      1.3000        4.6776         255.1083     249.0137      17.6997       0.0034          1.137     57070.9940
                 G191B2B    F775W    icmd72joq_flc.fits      1.3000        4.7528         255.1254     249.0191      17.6984       0.0034          1.329     57070.9947
                 G191B2B    F275W    icmd72jpq_flc.fits      1.0000        4.6606         293.2118     282.8053      16.4988       0.0022          7.228     57070.9957
                 G191B2B    F275W    icmd72jqq_flc.fits      1.0000        4.6886         293.1798     282.8141      16.4940       0.0022          7.862     57070.9964
                 G191B2B    F275W    icmd72jrq_flc.fits      1.0000        4.6838         293.1625     282.7980      16.4983       0.0022          7.281     57070.9972
                 G191B2B    F275W    icmd72jsq_flc.fits      1.0000        4.7373         293.2000     282.8299      16.4939       0.0022          7.842     57070.9979
                 G191B2B    F336W    icmd72jtq_flc.fits      1.0000        4.6776         293.1198     283.1059      16.3259       0.0020          6.731     57070.9989
                 G191B2B    F336W    icmd72juq_flc.fits      1.0000        4.7337         293.0735     283.0343      16.3297       0.0020          7.343     57070.9996
                 G191B2B    F336W    icmd72jvq_flc.fits      1.0000        4.6903         293.0486     283.0754      16.3272       0.0020          7.009     57071.0003
                 G191B2B    F475W    icmd72jwq_flc.fits      1.0000        4.9608         293.0500     282.7688      15.9117       0.0017          5.594     57071.0013
                 G191B2B    F475W    icmd72jxq_flc.fits      1.0000        4.7449         293.0638     282.8093      15.9051       0.0017          4.975     57071.0020
                 G191B2B    F475W    icmd72jyq_flc.fits      1.0000        4.9483         293.0695     282.7796      15.9122       0.0017          5.661     57071.0027
                 G191B2B    F625W    icmd72jzq_flc.fits      1.0000        4.9004         292.9303     282.7404      16.6090       0.0023          2.471     57071.0037
                 G191B2B    F625W    icmd72k0q_flc.fits      1.0000        4.9634         292.9684     282.7808      16.6068       0.0023          3.356     57071.0044
                 G191B2B    F625W    icmd72k1q_flc.fits      1.0000        4.8824         292.9714     282.7495      16.6091       0.0023          2.503     57071.0051
                 G191B2B    F775W    icmd72kdq_flc.fits      1.3000        4.7560         293.0478     284.1234      17.7021       0.0034          1.766     57071.0479
                 G191B2B    F775W    icmd72keq_flc.fits      1.3000        4.8492         293.0435     284.1398      17.7015       0.0034          1.077     57071.0486
                 G191B2B    F775W    icmd72kfq_flc.fits      1.3000        4.8958         293.0811     284.1180      17.6970       0.0034          1.885     57071.0493
                 G191B2B    F275W    icmd73a6q_flc.fits      0.4800        4.7013         255.9034     262.1494      16.4902       0.0032          3.941     57269.4679
                 G191B2B    F275W    icmd73a7q_flc.fits      0.4800        4.6597         255.9288     262.1466      16.4921       0.0032          3.295     57269.4686
                 G191B2B    F275W    icmd73a8q_flc.fits      0.4800        4.6839         255.8896     262.1302      16.4926       0.0032          3.669     57269.4693
                 G191B2B    F275W    icmd73a9q_flc.fits      0.4800        4.4455         255.9239     262.1535      16.4917       0.0032          2.613     57269.4700
                 G191B2B    F336W    icmd73aaq_flc.fits      1.0000        4.7216         255.7624     262.8241      16.3307       0.0020          6.404     57269.4710
                 G191B2B    F336W    icmd73abq_flc.fits      1.0000        4.6836         255.7854     262.8368      16.3286       0.0020          5.999     57269.4717
                 G191B2B    F336W    icmd73acq_flc.fits      1.0000        4.6375         255.7549     262.8146      16.3348       0.0020          6.316     57269.4724
                 G191B2B    F475W    icmd73adq_flc.fits      1.0000        4.9200         255.7767     262.0862      15.9147       0.0017          5.952     57269.4734
                 G191B2B    F475W    icmd73aeq_flc.fits      1.0000        4.9407         255.7664     262.0688      15.9095       0.0017          6.428     57269.4741
                 G191B2B    F475W    icmd73afq_flc.fits      1.0000        4.9203         255.7730     262.0778      15.9067       0.0017          5.842     57269.4749
                 G191B2B    F625W    icmd73agq_flc.fits      1.0000        4.9029         255.7011     262.0405      16.6141       0.0023          2.325     57269.4758
                 G191B2B    F625W    icmd73ahq_flc.fits      1.0000        4.8785         255.7046     262.0619      16.6035       0.0023          2.258     57269.4766
                 G191B2B    F625W    icmd73aiq_flc.fits      1.0000        4.9880         255.6974     262.0600      16.6040       0.0023          2.161     57269.4773
                 G191B2B    F775W    icmd73ajq_flc.fits      1.3000        4.8450         255.5934     263.8646      17.6988       0.0034          1.762     57269.4782
                 G191B2B    F775W    icmd73akq_flc.fits      1.3000        4.9117         255.8908     263.8969      17.7032       0.0034          2.115     57269.4790
                 G191B2B    F775W    icmd73alq_flc.fits      1.3000        4.8562         255.8990     263.8902      17.6994       0.0034          1.368     57269.4797
                 G191B2B    F275W    icmd73amq_flc.fits      1.0000        4.6848         293.9103     297.2393      16.5042       0.0022          7.087     57269.4807
                 G191B2B    F275W    icmd73anq_flc.fits      1.0000        4.7057         293.8709     297.2476      16.4943       0.0022          6.685     57269.4814
                 G191B2B    F275W    icmd73aoq_flc.fits      1.0000        4.6979         293.9048     297.2458      16.5096       0.0022          7.303     57269.4821
                 G191B2B    F275W    icmd73apq_flc.fits      1.0000        4.6556         293.8734     297.2214      16.4968       0.0022          6.639     57269.4829
                 G191B2B    F336W    icmd73aqq_flc.fits      1.0000        4.6754         293.8699     298.0481      16.3318       0.0020          6.626     57269.4838
                 G191B2B    F336W    icmd73arq_flc.fits      1.0000        4.6606         293.8417     297.9603      16.3241       0.0020          6.013     57269.4846
                 G191B2B    F336W    icmd73asq_flc.fits      1.0000        4.6581         293.7994     297.9174      16.3330       0.0020          6.413     57269.4853
                 G191B2B    F475W    icmd73atq_flc.fits      1.0000        4.9375         293.8186     297.2786      15.9064       0.0017          5.503     57269.4863
                 G191B2B    F475W    icmd73auq_flc.fits      1.0000        4.9872         293.8414     297.2391      15.9078       0.0017          6.126     57269.4870
                 G191B2B    F475W    icmd73avq_flc.fits      1.0000        4.9363         293.8321     297.2685      15.9089       0.0017          5.678     57269.4877
                 G191B2B    F625W    icmd73awq_flc.fits      1.0000        4.9868         293.7254     297.1696      16.6074       0.0023          2.280     57269.4887
                 G191B2B    F625W    icmd73axq_flc.fits      1.0000        4.9182         293.7587     297.2137      16.6067       0.0023          1.786     57269.4894
                 G191B2B    F625W    icmd73ayq_flc.fits      1.0000        4.7605         293.7121     297.2015      16.6100       0.0023          2.276     57269.4901
                 G191B2B    F775W    icmd73azq_flc.fits      1.3000        4.8698         293.9267     299.0112      17.7040       0.0034          1.025     57269.4911
                 G191B2B    F775W    icmd73b0q_flc.fits      1.3000        4.8944         293.9397     299.0138      17.6927       0.0034          2.446     57269.4918
                 G191B2B    F775W    icmd73b1q_flc.fits      1.3000        4.8340         293.9238     299.0110      17.6989       0.0034          1.227     57269.4925
SDSS-J022817.16-082716.4    F336W    icmdp1baq_flc.fits     80.0000        4.5837         246.0278     250.1939      25.1480       0.0186          0.234     57002.4784
SDSS-J022817.16-082716.4    F336W    icmdp1bcq_flc.fits     80.0000        4.6527         246.0140     250.1912      25.1711       0.0192          1.162     57002.4800
SDSS-J022817.16-082716.4    F275W    icmdp1bdq_flc.fits    150.0000        4.6329         246.0811     249.9258      25.5006       0.0149          0.381     57002.4819
SDSS-J022817.16-082716.4    F275W    icmdp1beq_flc.fits    150.0000        4.6485         246.0414     249.8936      25.5283       0.0154          1.103     57002.4843
SDSS-J022817.16-082716.4    F475W    icmdp1bfq_flc.fits     80.0000        4.8472         245.9193     249.8093      24.2152       0.0105          2.159     57002.4871
SDSS-J022817.16-082716.4    F475W    icmdp1biq_flc.fits     80.0000        4.9641         245.9091     249.8101      24.2354       0.0108          2.926     57002.4887
SDSS-J022817.16-082716.4    F625W    icmdp1bjq_flc.fits    220.0000        4.9131         245.7919     249.7967      24.6848       0.0074          6.384     57002.4906
SDSS-J022817.16-082716.4    F775W    icmdp1bkq_flc.fits    285.0000        4.8210         245.9697     251.1693      25.7513       0.0118          5.071     57002.4940
SDSS-J022817.16-082716.4    F775W    icmdp1bnq_flc.fits    285.0000        4.7790         245.9782     251.1709      25.7322       0.0116          4.617     57002.4979
SDSS-J022817.16-082716.4    F625W    icmdp1boq_flc.fits    370.0000        4.8491         207.7878     214.2694      24.7385       0.0056         10.538     57002.5021
SDSS-J022817.16-082716.4    F475W    icmdp1brq_flc.fits    110.0000        4.8023         207.9045     214.6731      24.2196       0.0085          2.291     57002.5073
SDSS-J022817.16-082716.4    F336W    icmdp1bsq_flc.fits    160.0000        4.7349         207.9919     215.1254      25.1534       0.0116          1.372     57002.5387
SDSS-J022817.16-082716.4    F275W    icmdp1bvq_flc.fits    120.0000        4.6309         208.1263     214.7823      25.5366       0.0181          0.545     57002.5415
SDSS-J022817.16-082716.4    F275W    icmdp1bwq_flc.fits    120.0000        4.6734         208.1139     214.8196      25.5151       0.0180          1.294     57002.5436
SDSS-J022817.16-082716.4    F775W    icmdp1bxq_flc.fits    380.0000        4.8984         208.0553     216.0985      25.7616       0.0099          6.938     57002.5459
SDSS-J022817.16-082716.4    F775W    icmdp1c0q_flc.fits    380.0000        4.9473         207.9984     216.0867      25.7565       0.0099          6.948     57002.5509
SDSS-J022817.16-082716.4    F625W    icmdp1c1q_flc.fits    175.0000        4.9078         283.7980     284.8923      24.7530       0.0089          5.240     57002.5563
SDSS-J022817.16-082716.4    F625W    icmdp1c4q_flc.fits    175.0000        4.9911         283.7813     284.8929      24.7595       0.0089          5.428     57002.5590
SDSS-J022817.16-082716.4    F336W    icmdp1c5q_flc.fits     80.0000        4.5141         283.8808     285.1928      25.1297       0.0182          0.279     57002.5620
SDSS-J022817.16-082716.4    F336W    icmdp1c8q_flc.fits     80.0000        4.6532         283.8871     285.8643      24.8433       0.0154          1.251     57002.5636
SDSS-J022817.16-082716.4    F275W    icmdp1c9q_flc.fits    100.0000        4.4552         283.9685     284.9474      25.5199       0.0201          0.421     57002.5655
SDSS-J022817.16-082716.4    F275W    icmdp1caq_flc.fits    100.0000        4.6750         283.9638     284.9498      25.5414       0.0212          1.385     57002.5674
SDSS-J022817.16-082716.4    F275W    icmdp1cbq_flc.fits    100.0000        4.6230         283.9762     284.9333      25.0093       0.0145          0.604     57002.5692
SDSS-J022817.16-082716.4    F775W    icmdp1cdq_flc.fits    380.0000        5.5580         284.0626     286.7722      25.7551       0.0106         14.031     57002.6047
SDSS-J022817.16-082716.4    F775W    icmdp1ceq_flc.fits    380.0000        4.9217         284.0587     286.7635      25.7392       0.0098          7.093     57002.6098
SDSS-J022817.16-082716.4    F475W    icmdp1cfq_flc.fits     80.0000        4.9685         283.9818     284.9479      24.2380       0.0107          2.377     57002.6151
SDSS-J022817.16-082716.4    F475W    icmdp1cgq_flc.fits     80.0000        4.8894         283.9708     284.9494      24.1739       0.0102          1.696     57002.6167
SDSS-J081508.78+073145.7    F336W    icmdp2rmq_flc.fits     80.0000        4.6559         251.0449     241.1635      24.6833       0.0137          0.553     57302.9487
SDSS-J081508.78+073145.7    F336W    icmdp2roq_flc.fits     80.0000        4.7021         251.0532     241.1509      24.5529       0.0128          1.697     57302.9504
SDSS-J081508.78+073145.7    F275W    icmdp2rpq_flc.fits    150.0000        4.6801         251.1415     240.8914      24.9451       0.0106          0.808     57302.9523
SDSS-J081508.78+073145.7    F275W    icmdp2rqq_flc.fits    150.0000        4.7027         251.1752     240.8931      24.9710       0.0108          1.509     57302.9547
SDSS-J081508.78+073145.7    F475W    icmdp2rrq_flc.fits     80.0000        5.0753         251.0866     240.8477      24.1255       0.0101          3.505     57302.9574
SDSS-J081508.78+073145.7    F475W    icmdp2ruq_flc.fits     80.0000        5.1360         251.1107     240.8460      24.1151       0.0101          3.952     57302.9591
SDSS-J081508.78+073145.7    F625W    icmdp2rvq_flc.fits    220.0000        5.5236         251.0220     240.7443      24.6982       0.0078         12.362     57302.9609
SDSS-J081508.78+073145.7    F775W    icmdp2rwq_flc.fits    285.0000        5.3525         251.1969     242.1739      25.0257       0.0079         10.419     57302.9643
SDSS-J081508.78+073145.7    F775W    icmdp2rzq_flc.fits    285.0000        5.3763         251.1966     242.1775      25.8297       0.0134         10.498     57302.9683
SDSS-J081508.78+073145.7    F625W    icmdp2s0q_flc.fits    370.0000        6.5471         213.0908     205.2662      24.7648       0.0063         26.496     57302.9725
SDSS-J081508.78+073145.7    F475W    icmdp2s3q_flc.fits    110.0000        5.4525         213.2033     205.7006      24.1339       0.0087          9.595     57302.9776
SDSS-J081508.78+073145.7    F336W    icmdp2s7q_flc.fits    160.0000        4.7572         213.0662     206.0812      24.7032       0.0088          1.338     57303.0126
SDSS-J081508.78+073145.7    F275W    icmdp2saq_flc.fits    120.0000        4.6439         213.1483     205.8259      24.9354       0.0122          0.990     57303.0154
SDSS-J081508.78+073145.7    F275W    icmdp2sbq_flc.fits    120.0000        4.7005         213.1342     205.8428      24.9479       0.0124          1.625     57303.0175
SDSS-J081508.78+073145.7    F775W    icmdp2scq_flc.fits    380.0000        5.6280         213.1397     207.1448      25.8298       0.0112         14.087     57303.0198
SDSS-J081508.78+073145.7    F775W    icmdp2sfq_flc.fits    380.0000        5.6190         213.1696     207.1283      25.8337       0.0113         14.148     57303.0248
SDSS-J081508.78+073145.7    F625W    icmdp2shq_flc.fits    175.0000        5.4277         289.0740     275.9069      24.7586       0.0094          9.940     57303.0302
SDSS-J081508.78+073145.7    F625W    icmdp2skq_flc.fits    175.0000        5.4882         289.0859     275.9027      24.7615       0.0094         10.865     57303.0329
SDSS-J081508.78+073145.7    F336W    icmdp2slq_flc.fits     80.0000        4.6325         289.2178     276.1833      24.6999       0.0139          0.962     57303.0359
SDSS-J081508.78+073145.7    F336W    icmdp2soq_flc.fits     80.0000        4.6949         289.2157     276.1775      24.7175       0.0143          1.785     57303.0375
SDSS-J081508.78+073145.7    F275W    icmdp2spq_flc.fits    100.0000        4.6685         289.7409     275.9284      24.9586       0.0141          0.891     57303.0394
SDSS-J081508.78+073145.7    F275W    icmdp2sqq_flc.fits    100.0000        4.6896         289.7545     275.9325      24.9478       0.0141          1.152     57303.0413
SDSS-J081508.78+073145.7    F275W    icmdp2srq_flc.fits    100.0000        4.6450         289.7174     275.9377      24.9765       0.0142          0.598     57303.0431
SDSS-J081508.78+073145.7    F775W    icmdp2sxq_flc.fits    380.0000        5.7205         289.0973     277.7438      25.1511       0.0073         14.079     57303.0824
SDSS-J081508.78+073145.7    F775W    icmdp2syq_flc.fits    380.0000        5.6603         289.1462     277.2632      25.8172       0.0111         13.797     57303.0874
SDSS-J081508.78+073145.7    F475W    icmdp2tiq_flc.fits     80.0000        5.1327         289.0958     275.9303      24.1187       0.0102          3.856     57303.0927
SDSS-J081508.78+073145.7    F475W    icmdp2tjq_flc.fits     80.0000        5.0742         289.1281     275.9254      24.1302       0.0102          3.402     57303.0944
SDSS-J130234.43+101238.9    F336W    icmdp3epq_flc.fits     60.0000        4.6756         258.6624     257.9924      21.9582       0.0036          2.338     57398.8524
SDSS-J130234.43+101238.9    F336W    icmdp3erq_flc.fits     60.0000        4.6914         258.6762     257.9918      21.9540       0.0036          2.594     57398.8538
SDSS-J130234.43+101238.9    F336W    icmdp3esq_flc.fits     60.0000        4.6882         258.6704     257.9974      21.9556       0.0036          2.591     57398.8552
SDSS-J130234.43+101238.9    F275W    icmdp3etq_flc.fits     64.0000        4.6699         258.8158     257.7082      22.1929       0.0039          2.755     57398.8569
SDSS-J130234.43+101238.9    F275W    icmdp3euq_flc.fits     64.0000        4.7003         258.8380     257.7259      22.1899       0.0039          3.407     57398.8583
SDSS-J130234.43+101238.9    F275W    icmdp3exq_flc.fits     64.0000        4.5175         258.8496     257.7302      22.1910       0.0039          2.593     57398.8598
SDSS-J130234.43+101238.9    F275W    icmdp3eyq_flc.fits     64.0000        4.7232         258.8734     257.7289      22.1886       0.0039          3.303     57398.8612
SDSS-J130234.43+101238.9    F475W    icmdp3ezq_flc.fits     30.0000        4.8351         258.7731     257.3022      21.4052       0.0040          2.449     57398.8629
SDSS-J130234.43+101238.9    F475W    icmdp3f0q_flc.fits     30.0000        4.9129         258.7840     257.6854      21.4402       0.0041          2.953     57398.8640
SDSS-J130234.43+101238.9    F475W    icmdp3f2q_flc.fits     30.0000        4.8708         258.8047     257.2967      21.4416       0.0041          2.475     57398.8650
SDSS-J130234.43+101238.9    F625W    icmdp3f4q_flc.fits     50.0000        5.0171         258.2721     257.2580      22.0870       0.0043          3.031     57398.8663
SDSS-J130234.43+101238.9    F625W    icmdp3f5q_flc.fits     50.0000        4.9617         258.2918     257.2792      22.0824       0.0042          2.250     57398.8676
SDSS-J130234.43+101238.9    F625W    icmdp3f6q_flc.fits     50.0000        4.9611         258.3016     257.2808      22.0886       0.0043          3.194     57398.8689
SDSS-J130234.43+101238.9    F775W    icmdp3f7q_flc.fits    150.0000        4.9744         258.9115     259.0729      23.1538       0.0040          4.906     57398.8704
SDSS-J130234.43+101238.9    F775W    icmdp3f9q_flc.fits    150.0000        4.9689         258.9193     259.0739      23.1529       0.0040          5.127     57398.8729
SDSS-J130234.43+101238.9    F775W    icmdp3faq_flc.fits    150.0000        5.0235         258.9260     259.0743      23.1517       0.0040          5.725     57398.8753
SDSS-J130234.43+101238.9    F336W    icmdp3fcq_flc.fits     60.0000        4.7119         220.8567     222.9830      21.9574       0.0036          2.356     57398.8780
SDSS-J130234.43+101238.9    F336W    icmdp3fdq_flc.fits     60.0000        4.7097         220.8414     222.9817      21.9614       0.0036          2.891     57398.8794
SDSS-J130234.43+101238.9    F475W    icmdp3feq_flc.fits     30.0000        4.9451         220.6447     222.1818      21.4496       0.0041          2.295     57398.9125
SDSS-J130234.43+101238.9    F475W    icmdp3ffq_flc.fits     30.0000        4.7051         220.6714     222.2318      21.4514       0.0041          1.530     57398.9135
SDSS-J130234.43+101238.9    F475W    icmdp3fgq_flc.fits     30.0000        4.8881         220.6278     222.2035      21.4522       0.0041          2.244     57398.9146
SDSS-J130234.43+101238.9    F275W    icmdp3fhq_flc.fits     66.5000        4.7034         220.7418     222.2592      22.1931       0.0038          2.662     57398.9159
SDSS-J130234.43+101238.9    F275W    icmdp3fjq_flc.fits     66.5000        4.7151         220.7355     222.2245      22.1900       0.0038          3.136     57398.9174
SDSS-J130234.43+101238.9    F275W    icmdp3fkq_flc.fits     66.5000        4.6502         220.7270     222.2312      22.1970       0.0038          2.900     57398.9188
SDSS-J130234.43+101238.9    F275W    icmdp3flq_flc.fits     66.5000        4.7314         220.7385     222.2266      22.1910       0.0038          3.551     57398.9203
SDSS-J130234.43+101238.9    F625W    icmdp3foq_flc.fits     60.0000        5.0241         220.1419     222.1932      22.0871       0.0039          3.682     57398.9221
SDSS-J130234.43+101238.9    F625W    icmdp3fpq_flc.fits     60.0000        5.0640         220.1588     222.1957      22.0977       0.0039          4.207     57398.9235
SDSS-J130234.43+101238.9    F625W    icmdp3fqq_flc.fits     60.0000        5.0066         220.1655     222.2006      22.0952       0.0039          3.496     57398.9249
SDSS-J130234.43+101238.9    F775W    icmdp3frq_flc.fits    150.0000        4.9975         220.8119     224.0234      23.1499       0.0040          4.691     57398.9265
SDSS-J130234.43+101238.9    F775W    icmdp3fuq_flc.fits    150.0000        4.9755         220.8288     224.0251      23.1479       0.0040          4.192     57398.9289
SDSS-J130234.43+101238.9    F775W    icmdp3fvq_flc.fits    150.0000        4.9990         220.8486     224.0309      23.1555       0.0040          4.751     57398.9314
SDSS-J130234.43+101238.9    F775W    icmdp3fwq_flc.fits    147.0000        4.9771         296.8756     294.1539      23.1520       0.0041          5.044     57398.9338
SDSS-J130234.43+101238.9    F775W    icmdp3fzq_flc.fits    147.0000        5.0050         296.8920     294.1480      23.1615       0.0041          5.344     57398.9362
SDSS-J130234.43+101238.9    F775W    icmdp3g0q_flc.fits    147.0000        4.9765         296.9011     294.1505      23.1541       0.0041          5.194     57398.9386
SDSS-J130234.43+101238.9    F775W    icmdp3g3q_flc.fits    147.0000        5.0396         296.9082     294.1704      23.1519       0.0041          5.708     57398.9410
SDSS-J130234.43+101238.9    F475W    icmdp3g4q_flc.fits     40.0000        4.9510         296.8321     292.8486      21.4455       0.0035          3.680     57398.9437
SDSS-J130234.43+101238.9    F475W    icmdp3g5q_flc.fits     40.0000        5.0474         296.8236     292.8413      21.4377       0.0035          3.936     57398.9449
SDSS-J130234.43+101238.9    F475W    icmdp3g6q_flc.fits     40.0000        5.0378         296.8219     292.8484      21.4449       0.0035          4.058     57398.9461
SDSS-J130234.43+101238.9    F625W    icmdp3g8q_flc.fits     70.0000        5.1066         296.1233     292.8175      22.0953       0.0036          3.829     57398.9814
SDSS-J130234.43+101238.9    F625W    icmdp3g9q_flc.fits     70.0000        5.0461         296.1248     292.8201      22.0963       0.0036          2.953     57398.9829
SDSS-J130234.43+101238.9    F625W    icmdp3gaq_flc.fits     70.0000        4.9433         296.1246     292.8246      22.0817       0.0035          3.442     57398.9844
SDSS-J130234.43+101238.9    F625W    icmdp3gbq_flc.fits     70.0000        5.0688         296.1293     292.8350      22.0863       0.0036          3.487     57398.9859
SDSS-J130234.43+101238.9    F275W    icmdp3gcq_flc.fits     90.0000        4.7178         296.6946     292.8728      22.1907       0.0033          3.603     57398.9877
SDSS-J130234.43+101238.9    F275W    icmdp3gdq_flc.fits     90.0000        4.7083         296.7426     292.8836      22.1909       0.0032          3.033     57398.9895
SDSS-J130234.43+101238.9    F275W    icmdp3geq_flc.fits     90.0000        4.7452         296.7671     292.8946      22.1999       0.0033          3.645     57398.9912
SDSS-J130234.43+101238.9    F336W    icmdp3gfq_flc.fits     60.0000        4.6309         296.6969     293.1394      21.9577       0.0036          2.516     57398.9932
SDSS-J130234.43+101238.9    F336W    icmdp3ggq_flc.fits     60.0000        4.7075         296.7079     293.1399      21.9624       0.0036          3.184     57398.9946
SDSS-J130234.43+101238.9    F336W    icmdp3ghq_flc.fits     60.0000        4.6162         296.7413     293.1419      21.9600       0.0036          2.617     57398.9960
SDSS-J151421.27+004752.8    F336W    icmdp4diq_flc.fits     30.0000        4.6353         249.9600     255.9136      20.8300       0.0030          3.376     57202.2244
SDSS-J151421.27+004752.8    F336W    icmdp4dkq_flc.fits     30.0000        4.6815         249.9758     255.9223      20.8279       0.0030          3.939     57202.2254
SDSS-J151421.27+004752.8    F336W    icmdp4dlq_flc.fits     30.0000        4.6335         249.9864     255.9091      20.8233       0.0030          3.161     57202.2265
SDSS-J151421.27+004752.8    F336W    icmdp4dmq_flc.fits     30.0000        4.6292         249.9880     255.8909      20.8243       0.0030          3.836     57202.2275
SDSS-J151421.27+004752.8    F275W    icmdp4dnq_flc.fits     40.0000        4.6736         250.1342     255.3084      21.1047       0.0029          4.268     57202.2288
SDSS-J151421.27+004752.8    F275W    icmdp4doq_flc.fits     40.0000        4.6995         250.1340     255.2839      21.1120       0.0030          4.545     57202.2300
SDSS-J151421.27+004752.8    F275W    icmdp4dqq_flc.fits     40.0000        4.6741         250.1314     255.2857      21.1111       0.0030          4.369     57202.2312
SDSS-J151421.27+004752.8    F275W    icmdp4dsq_flc.fits     40.0000        4.7063         250.1372     255.2720      21.1076       0.0029          4.780     57202.2323
SDSS-J151421.27+004752.8    F475W    icmdp4dtq_flc.fits     15.0000        4.9069         250.0038     255.1843      20.1125       0.0030          2.097     57202.2338
SDSS-J151421.27+004752.8    F475W    icmdp4duq_flc.fits     15.0000        4.9345         250.0120     255.1919      20.1135       0.0031          3.228     57202.2347
SDSS-J151421.27+004752.8    F475W    icmdp4dvq_flc.fits     15.0000        4.8765         249.9890     255.1554      20.1100       0.0030          2.309     57202.2355
SDSS-J151421.27+004752.8    F625W    icmdp4dwq_flc.fits     28.0000        5.0650         249.8997     255.1135      20.6972       0.0029          2.472     57202.2367
SDSS-J151421.27+004752.8    F625W    icmdp4dzq_flc.fits     28.0000        4.9720         249.8745     255.0827      20.6906       0.0029          1.885     57202.2377
SDSS-J151421.27+004752.8    F625W    icmdp4e0q_flc.fits     28.0000        5.0120         249.8761     255.0957      20.6907       0.0029          2.547     57202.2387
SDSS-J151421.27+004752.8    F775W    icmdp4e1q_flc.fits     70.0000        4.9512         250.0225     256.9473      21.7219       0.0030          2.944     57202.2400
SDSS-J151421.27+004752.8    F775W    icmdp4e2q_flc.fits     70.0000        5.0087         250.0124     256.9397      21.7149       0.0030          3.388     57202.2415
SDSS-J151421.27+004752.8    F775W    icmdp4e4q_flc.fits     70.0000        4.9762         250.0056     256.9403      21.7142       0.0029          2.941     57202.2430
SDSS-J151421.27+004752.8    F775W    icmdp4e5q_flc.fits     70.0000        4.9983         250.0085     256.9417      21.7137       0.0030          3.419     57202.2446
SDSS-J151421.27+004752.8    F775W    icmdp4e6q_flc.fits     70.0000        4.8028         250.0029     256.9363      21.7174       0.0029          2.855     57202.2461
SDSS-J151421.27+004752.8    F475W    icmdp4e7q_flc.fits     15.0000        4.9765         212.0130     220.1725      20.1187       0.0031          2.805     57202.2883
SDSS-J151421.27+004752.8    F475W    icmdp4e9q_flc.fits     15.0000        4.9606         211.9879     220.1586      20.1198       0.0031          2.233     57202.2892
SDSS-J151421.27+004752.8    F475W    icmdp4eaq_flc.fits     15.0000        4.7950         211.9985     220.1620      20.1171       0.0031          2.377     57202.2901
SDSS-J151421.27+004752.8    F475W    icmdp4ebq_flc.fits     15.0000        4.8621         212.0188     220.1721      20.1185       0.0031          2.125     57202.2910
SDSS-J151421.27+004752.8    F625W    icmdp4ecq_flc.fits     19.0000        4.9523         211.9076     220.0904      20.6950       0.0036          1.837     57202.2921
