   OBJECT-NAME              FILTER    FITS-FILE               EXPTIME      BCKGRMS           X            Y           FMAG         ERRMAG           SKY          MJD   
               GD-153    F775W    icmd61jvq_flc_1p.fits      5.0000        4.7213         255.7865     258.9535      19.2794       0.0036          2.091     56972.9932
               GD-153    F775W    icmd61jwq_flc_1p.fits      5.0000        4.7049         255.7770     258.9528      19.2835       0.0036          1.680     56972.9940
               GD-153    F775W    icmd61jxq_flc_1p.fits      5.0000        4.7363         255.7839     258.9697      19.2761       0.0036          1.752     56972.9947
               GD-153    F775W    icmd61jyq_flc_1p.fits      5.0000        4.6331         255.8094     258.9510      19.2836       0.0036          1.693     56972.9955
               GD-153    F275W    icmd61jzq_flc_1p.fits      1.5000        4.9199         293.8326     292.2669      18.1398       0.0040          2.932     56972.9966
               GD-153    F275W    icmd61k0q_flc_1p.fits      1.5000        4.8649         293.8447     292.2772      18.1425       0.0040          2.608     56972.9973
               GD-153    F275W    icmd61k1q_flc_1p.fits      1.5000        4.9267         293.7979     292.2359      18.1474       0.0040          2.603     56972.9980
               GD-153    F336W    icmd61k2q_flc_1p.fits      1.5000        4.6731         293.3044     292.9371      17.9750       0.0036          2.477     56972.9990
               GD-153    F336W    icmd61k3q_flc_1p.fits      1.5000        4.7351         293.7209     292.9551      17.9822       0.0037          2.329     56972.9998
               GD-153    F336W    icmd61k4q_flc_1p.fits      1.5000        4.6323         293.6951     292.9392      17.9769       0.0036          2.656     56973.0005
               GD-153    F475W    icmd61kbq_flc_1p.fits      0.8000        4.8243         293.7086     292.2201      17.5261       0.0041          1.308     56973.0015
               GD-153    F475W    icmd61kcq_flc_1p.fits      0.8000        4.7921         293.6915     292.2598      17.5178       0.0041          1.397     56973.0022
               GD-153    F475W    icmd61kdq_flc_1p.fits      0.8000        4.8109         293.7618     292.1887      17.5079       0.0041          1.545     56973.0029
               GD-153    F625W    icmd61keq_flc_1p.fits      1.6000        4.7133         293.2463     292.2034      18.1956       0.0039          1.409     56973.0039
               GD-153    F625W    icmd61kfq_flc_1p.fits      1.6000        4.8004         293.2007     292.1843      18.1805       0.0039          0.967     56973.0046
               GD-153    F625W    icmd61kgq_flc_1p.fits      1.6000        4.7847         293.1839     292.1660      18.1887       0.0039          1.414     56973.0054
               GD-153    F775W    icmd61khq_flc_1p.fits      5.0000        4.7519         293.8262     294.0143      19.2802       0.0036          1.563     56973.0063
               GD-153    F775W    icmd61kiq_flc_1p.fits      5.0000        4.7097         293.8447     294.0142      19.2793       0.0036          1.903     56973.0071
               GD-153    F775W    icmd61kjq_flc_1p.fits      5.0000        4.7232         293.8335     294.0203      19.2818       0.0036          1.978     56973.0078
               GD-153    F275W    icmd62r9q_flc_1p.fits      2.0000        4.8911         249.0591     250.1221      18.1347       0.0034          3.460     57163.9967
               GD-153    F275W    icmd62raq_flc_1p.fits      2.0000        4.9366         249.0764     250.1325      18.1351       0.0034          3.147     57163.9974
               GD-153    F275W    icmd62rbq_flc_1p.fits      2.0000        4.8853         249.0561     250.1281      18.1398       0.0034          3.199     57163.9981
               GD-153    F275W    icmd62rcq_flc_1p.fits      2.0000        4.8990         249.0359     250.1316      18.1439       0.0034          2.791     57163.9988
               GD-153    F336W    icmd62rdq_flc_1p.fits      1.5000        4.6983         248.9516     250.8329      17.9751       0.0036          2.170     57163.9998
               GD-153    F336W    icmd62req_flc_1p.fits      1.5000        4.7396         248.9413     250.8270      17.9771       0.0036          2.303     57164.0006
               GD-153    F336W    icmd62rfq_flc_1p.fits      1.5000        4.7069         248.9887     250.8333      17.9686       0.0036          2.133     57164.0013
               GD-153    F475W    icmd62rxq_flc_1p.fits      1.3000        4.8162         249.0987     250.1340      17.5299       0.0032          2.500     57164.0309
               GD-153    F475W    icmd62ryq_flc_1p.fits      1.3000        4.7951         249.1573     250.1317      17.5266       0.0031          2.341     57164.0316
               GD-153    F475W    icmd62rzq_flc_1p.fits      1.3000        4.8457         249.0928     250.1242      17.5259       0.0031          1.907     57164.0323
               GD-153    F625W    icmd62s0q_flc_1p.fits      1.6000        4.8040         248.9971     250.0471      18.2026       0.0039          1.318     57164.0333
               GD-153    F625W    icmd62s1q_flc_1p.fits      1.6000        4.8243         249.0196     250.0597      18.1880       0.0039          1.270     57164.0341
               GD-153    F625W    icmd62s2q_flc_1p.fits      1.6000        4.7748         248.9975     250.0642      18.1985       0.0039          1.502     57164.0348
               GD-153    F775W    icmd62s3q_flc_1p.fits      5.0000        4.7456         249.1331     251.9013      19.2776       0.0036          1.399     57164.0357
               GD-153    F775W    icmd62s4q_flc_1p.fits      5.0000        4.6821         249.1494     251.9132      19.2787       0.0036          1.368     57164.0365
               GD-153    F775W    icmd62s5q_flc_1p.fits      5.0000        4.7126         249.1322     251.9193      19.2861       0.0036          1.107     57164.0373
               GD-153    F775W    icmd62s6q_flc_1p.fits      5.0000        4.6892         249.1260     251.8999      19.2844       0.0036          1.291     57164.0380
               GD-153    F275W    icmd62s8q_flc_1p.fits      1.5000        4.8919         287.2162     285.2793      18.1373       0.0040          2.466     57164.0391
               GD-153    F275W    icmd62s9q_flc_1p.fits      1.5000        4.7709         287.2390     285.3053      18.1487       0.0040          2.635     57164.0398
               GD-153    F275W    icmd62saq_flc_1p.fits      1.5000        4.9494         287.2520     285.2798      18.1418       0.0040          2.765     57164.0406
               GD-153    F336W    icmd62scq_flc_1p.fits      1.5000        4.6774         287.1162     285.9162      17.9781       0.0036          2.602     57164.0416
               GD-153    F336W    icmd62sdq_flc_1p.fits      1.5000        4.7491         287.1288     285.9352      17.9838       0.0037          2.795     57164.0423
               GD-153    F336W    icmd62seq_flc_1p.fits      1.5000        4.6902         287.1269     285.9573      17.9774       0.0036          2.746     57164.0430
               GD-153    F475W    icmd62sgq_flc_1p.fits      0.8000        4.8339         287.1032     285.2126      17.5351       0.0041          1.672     57164.0440
               GD-153    F475W    icmd62shq_flc_1p.fits      0.8000        4.7833         287.0819     285.2184      17.5212       0.0041          0.884     57164.0447
               GD-153    F475W    icmd62siq_flc_1p.fits      0.8000        4.8253         287.0987     285.1724      17.5160       0.0041          1.350     57164.0454
               GD-153    F625W    icmd62smq_flc_1p.fits      1.6000        4.7481         286.8466     285.2056      18.1953       0.0039          1.415     57164.0644
               GD-153    F625W    icmd62snq_flc_1p.fits      1.6000        4.8060         286.8681     285.2138      18.1900       0.0039          1.038     57164.0651
               GD-153    F625W    icmd62soq_flc_1p.fits      1.6000        4.7809         286.8731     285.2282      18.1904       0.0039          1.363     57164.0658
               GD-153    F775W    icmd62tkq_flc_1p.fits      5.0000        4.7389         287.1052     287.0157      19.2982       0.0037          1.649     57164.0972
               GD-153    F775W    icmd62tlq_flc_1p.fits      5.0000        4.6803         287.1262     287.0228      19.2873       0.0036          1.714     57164.0979
               GD-153    F775W    icmd62tmq_flc_1p.fits      5.0000        4.7585         287.1083     286.9943      19.2893       0.0036          1.429     57164.0987
               GD-153    F275W    icmd63ueq_flc_1p.fits      2.0000        4.8980         254.8453     257.7798      18.1490       0.0034          3.397     57338.1490
               GD-153    F275W    icmd63ufq_flc_1p.fits      2.0000        4.7976         254.8381     257.7574      18.1440       0.0034          3.358     57338.1498
               GD-153    F275W    icmd63ugq_flc_1p.fits      2.0000        4.9097         254.8792     257.7987      18.1462       0.0034          3.116     57338.1505
               GD-153    F275W    icmd63uhq_flc_1p.fits      2.0000        4.9264         254.8869     257.7954      18.1357       0.0034          3.576     57338.1512
               GD-153    F336W    icmd63uiq_flc_1p.fits      1.5000        4.7057         254.8236     258.0677      17.9825       0.0037          2.720     57338.1522
               GD-153    F336W    icmd63ujq_flc_1p.fits      1.5000        4.7396         254.8037     258.0471      17.9851       0.0037          2.168     57338.1529
               GD-153    F336W    icmd63ukq_flc_1p.fits      1.5000        4.6940         254.7912     258.0764      17.9768       0.0036          2.627     57338.1537
               GD-153    F475W    icmd63ulq_flc_1p.fits      1.3000        4.8165         254.8441     257.7819      17.5257       0.0031          2.474     57338.1547
               GD-153    F475W    icmd63umq_flc_1p.fits      1.3000        4.8113         254.7973     257.7536      17.5293       0.0032          2.619     57338.1554
               GD-153    F475W    icmd63unq_flc_1p.fits      1.3000        4.8364         254.8051     257.7902      17.5217       0.0031          2.410     57338.1561
               GD-153    F625W    icmd63upq_flc_1p.fits      1.6000        4.8219         254.7507     257.7275      18.1915       0.0039          0.937     57338.1571
               GD-153    F625W    icmd63uqq_flc_1p.fits      1.6000        4.8288         254.7405     257.7440      18.1896       0.0039          1.192     57338.1578
               GD-153    F625W    icmd63urq_flc_1p.fits      1.6000        4.7898         254.7077     257.7204      18.1925       0.0039          1.642     57338.1586
               GD-153    F775W    icmd63uvq_flc_1p.fits      5.0000        4.7861         254.9371     259.1011      19.2799       0.0036          1.989     57338.1595
               GD-153    F775W    icmd63uwq_flc_1p.fits      5.0000        4.6848         254.9444     259.0985      19.2852       0.0036          1.345     57338.1603
               GD-153    F775W    icmd63uxq_flc_1p.fits      5.0000        4.7382         254.9513     259.1068      19.2845       0.0036          1.982     57338.1611
               GD-153    F775W    icmd63uyq_flc_1p.fits      5.0000        4.7349         254.9455     259.1022      19.2794       0.0036          1.438     57338.1618
               GD-153    F275W    icmd63uzq_flc_1p.fits      1.5000        4.9167         292.9789     292.8814      18.1365       0.0040          2.265     57338.1629
               GD-153    F275W    icmd63v0q_flc_1p.fits      1.5000        4.9077         292.9708     292.8382      18.1422       0.0040          2.924     57338.1636
               GD-153    F275W    icmd63v1q_flc_1p.fits      1.5000        4.9473         292.9768     292.8973      18.1509       0.0040          2.977     57338.1643
               GD-153    F336W    icmd63v2q_flc_1p.fits      1.5000        4.7243         292.9135     293.0952      17.9767       0.0036          2.214     57338.1653
               GD-153    F336W    icmd63v3q_flc_1p.fits      1.5000        4.7473         292.9173     293.1134      17.9713       0.0036          2.431     57338.1661
               GD-153    F336W    icmd63v4q_flc_1p.fits      1.5000        4.7256         292.9346     293.1245      17.9811       0.0036          2.628     57338.1668
               GD-153    F475W    icmd63v5q_flc_1p.fits      0.8000        4.8210         292.8852     292.7844      17.5411       0.0041          1.965     57338.1678
               GD-153    F475W    icmd63v6q_flc_1p.fits      0.8000        4.8053         292.9181     292.8203      17.5159       0.0041          1.263     57338.1685
               GD-153    F475W    icmd63v7q_flc_1p.fits      0.8000        4.8221         292.9129     292.8359      17.5159       0.0041          1.110     57338.1692
               GD-153    F625W    icmd63v8q_flc_1p.fits      1.6000        4.7954         292.8421     292.7989      18.1910       0.0039          1.169     57338.1702
               GD-153    F625W    icmd63v9q_flc_1p.fits      1.6000        4.8543         292.8632     292.8161      18.1891       0.0039          1.435     57338.1709
               GD-153    F625W    icmd63vaq_flc_1p.fits      1.6000        4.7917         292.8014     292.8233      18.2003       0.0039          1.542     57338.1717
               GD-153    F775W    icmd63vbq_flc_1p.fits      5.0000        4.7490         292.9943     294.1720      19.2849       0.0036          1.950     57338.1726
               GD-153    F775W    icmd63vcq_flc_1p.fits      5.0000        4.7100         292.9913     294.1734      19.2837       0.0036          1.764     57338.1734
               GD-153    F775W    icmd63vdq_flc_1p.fits      5.0000        4.7655         292.9993     294.1667      19.2879       0.0036          1.781     57338.1742
              G191B2B    F275W    icmd71jhq_flc_1p.fits      1.0000        4.9554         246.4011     257.7939      16.4310       0.0021          7.667     56992.9975
              G191B2B    F275W    icmd71jiq_flc_1p.fits      1.0000        4.9172         246.3563     257.6938      16.4196       0.0021          7.910     56992.9982
              G191B2B    F275W    icmd71jjq_flc_1p.fits      1.0000        4.8795         246.3530     257.7767      16.4270       0.0021          7.366     56992.9990
              G191B2B    F275W    icmd71jkq_flc_1p.fits      1.0000        4.8907         246.3649     257.7078      16.4322       0.0021          7.304     56992.9997
              G191B2B    F336W    icmd71joq_flc_1p.fits      1.0000        4.7616         246.2092     258.0389      16.2979       0.0020          6.794     56993.0007
              G191B2B    F336W    icmd71jpq_flc_1p.fits      1.0000        4.7449         246.1837     257.9820      16.3017       0.0020          6.289     56993.0014
              G191B2B    F336W    icmd71jqq_flc_1p.fits      1.0000        4.7542         246.2188     258.0134      16.3073       0.0020          6.382     56993.0021
              G191B2B    F475W    icmd71jrq_flc_1p.fits      1.0000        4.8251         246.2119     257.3298      15.9196       0.0017          5.171     56993.0031
              G191B2B    F475W    icmd71jsq_flc_1p.fits      1.0000        4.8623         246.1581     257.6837      15.9200       0.0017          5.798     56993.0038
              G191B2B    F475W    icmd71jtq_flc_1p.fits      1.0000        4.8178         246.1628     257.6524      15.9216       0.0017          5.439     56993.0045
              G191B2B    F625W    icmd71juq_flc_1p.fits      1.0000        4.8155         246.0865     257.2878      16.6198       0.0023          2.686     56993.0055
              G191B2B    F625W    icmd71jvq_flc_1p.fits      1.0000        4.8043         246.0995     257.6759      16.6187       0.0023          2.202     56993.0062
              G191B2B    F625W    icmd71jwq_flc_1p.fits      1.0000        4.7973         246.0791     257.2693      16.6280       0.0023          2.328     56993.0069
              G191B2B    F775W    icmd71jxq_flc_1p.fits      1.3000        4.6700         246.2393     259.1040      17.7226       0.0035          1.432     56993.0079
              G191B2B    F775W    icmd71jyq_flc_1p.fits      1.3000        4.6923         246.2044     259.0814      17.7363       0.0035          1.127     56993.0086
              G191B2B    F775W    icmd71jzq_flc_1p.fits      1.3000        4.6727         246.2336     259.0769      17.7378       0.0035          1.228     56993.0093
              G191B2B    F275W    icmd71k0q_flc_1p.fits      1.0000        4.9551         284.1978     292.8416      16.4323       0.0021          7.319     56993.0104
              G191B2B    F275W    icmd71k1q_flc_1p.fits      1.0000        4.8413         284.2338     292.8253      16.4323       0.0021          7.398     56993.0111
              G191B2B    F275W    icmd71k2q_flc_1p.fits      1.0000        4.8858         284.1807     292.8518      16.4364       0.0021          8.095     56993.0118
              G191B2B    F275W    icmd71k3q_flc_1p.fits      1.0000        4.9207         284.2457     292.8510      16.4296       0.0021          7.649     56993.0125
              G191B2B    F336W    icmd71k4q_flc_1p.fits      1.0000        4.7599         284.0634     293.0962      16.2975       0.0020          6.324     56993.0135
              G191B2B    F336W    icmd71k5q_flc_1p.fits      1.0000        4.7032         284.0468     293.0723      16.3008       0.0020          6.426     56993.0142
              G191B2B    F336W    icmd71k6q_flc_1p.fits      1.0000        4.7491         284.0771     293.0775      16.2967       0.0020          6.843     56993.0150
              G191B2B    F475W    icmd71k7q_flc_1p.fits      1.0000        4.8231         284.1042     292.7419      15.9312       0.0017          5.792     56993.0159
              G191B2B    F475W    icmd71k8q_flc_1p.fits      1.0000        4.9122         284.0458     292.7394      15.9169       0.0017          5.498     56993.0167
              G191B2B    F475W    icmd71k9q_flc_1p.fits      1.0000        4.8174         284.1039     292.7610      15.9282       0.0017          6.030     56993.0174
              G191B2B    F625W    icmd71kbq_flc_1p.fits      1.0000        4.8070         283.9926     292.7653      16.6231       0.0023          2.390     56993.0184
              G191B2B    F625W    icmd71kcq_flc_1p.fits      1.0000        4.7878         284.0189     292.7812      16.6246       0.0023          2.738     56993.0191
              G191B2B    F625W    icmd71kdq_flc_1p.fits      1.0000        4.8431         284.0053     292.7851      16.6227       0.0023          2.542     56993.0198
              G191B2B    F775W    icmd71khq_flc_1p.fits      1.3000        4.6101         284.1833     294.1557      17.7318       0.0035          1.151     56993.0207
              G191B2B    F775W    icmd71kiq_flc_1p.fits      1.3000        4.7193         284.1359     294.1494      17.7371       0.0035          1.316     56993.0215
              G191B2B    F775W    icmd71kjq_flc_1p.fits      1.3000        4.5963         284.1780     294.1866      17.7366       0.0035          1.591     56993.0222
              G191B2B    F275W    icmd72j9q_flc_1p.fits      1.0000        4.9476         255.1717     247.2587      16.4229       0.0021          7.793     57070.9829
              G191B2B    F275W    icmd72jaq_flc_1p.fits      1.0000        4.9367         255.1690     247.2338      16.4247       0.0021          7.256     57070.9836
              G191B2B    F275W    icmd72jbq_flc_1p.fits      1.0000        4.7174         255.1748     247.2841      16.4227       0.0021          7.425     57070.9843
              G191B2B    F275W    icmd72jcq_flc_1p.fits      1.0000        4.8997         255.1512     247.2523      16.4221       0.0021          7.589     57070.9850
              G191B2B    F336W    icmd72jdq_flc_1p.fits      1.0000        4.6558         255.0361     247.9500      16.2970       0.0020          6.123     57070.9860
              G191B2B    F336W    icmd72jeq_flc_1p.fits      1.0000        4.7578         255.0141     247.9760      16.2968       0.0020          7.004     57070.9867
              G191B2B    F336W    icmd72jfq_flc_1p.fits      1.0000        4.7516         255.0399     247.9371      16.2901       0.0020          6.953     57070.9874
              G191B2B    F475W    icmd72jgq_flc_1p.fits      1.0000        4.9162         255.0232     247.1998      15.9199       0.0017          5.462     57070.9884
              G191B2B    F475W    icmd72jhq_flc_1p.fits      1.0000        4.7989         255.0283     247.2388      15.9176       0.0017          6.004     57070.9891
              G191B2B    F475W    icmd72jiq_flc_1p.fits      1.0000        4.9163         255.0582     247.2295      15.9183       0.0017          6.469     57070.9899
              G191B2B    F625W    icmd72jjq_flc_1p.fits      1.0000        4.7549         254.9460     247.2058      16.6270       0.0023          2.671     57070.9908
              G191B2B    F625W    icmd72jkq_flc_1p.fits      1.0000        4.8181         254.9785     247.1762      16.6237       0.0023          2.267     57070.9916
              G191B2B    F625W    icmd72jlq_flc_1p.fits      1.0000        4.7408         254.9490     247.1846      16.6263       0.0023          2.479     57070.9923
              G191B2B    F775W    icmd72jmq_flc_1p.fits      1.3000        4.7258         255.0896     248.9939      17.7315       0.0035          1.900     57070.9932
              G191B2B    F775W    icmd72jnq_flc_1p.fits      1.3000        4.5407         255.1083     249.0138      17.7313       0.0035          1.640     57070.9940
              G191B2B    F775W    icmd72joq_flc_1p.fits      1.3000        4.5969         255.1254     249.0191      17.7300       0.0035          1.199     57070.9947
              G191B2B    F275W    icmd72jpq_flc_1p.fits      1.0000        4.9283         293.2118     282.8054      16.4351       0.0021          7.587     57070.9957
              G191B2B    F275W    icmd72jqq_flc_1p.fits      1.0000        5.0010         293.1798     282.8142      16.4302       0.0021          7.630     57070.9964
              G191B2B    F275W    icmd72jrq_flc_1p.fits      1.0000        4.9501         293.1625     282.7981      16.4345       0.0021          7.666     57070.9972
              G191B2B    F275W    icmd72jsq_flc_1p.fits      1.0000        4.9554         293.2000     282.8300      16.4301       0.0021          7.569     57070.9979
              G191B2B    F336W    icmd72jtq_flc_1p.fits      1.0000        4.7718         293.1198     283.1060      16.2991       0.0020          6.672     57070.9989
              G191B2B    F336W    icmd72juq_flc_1p.fits      1.0000        4.8426         293.0735     283.0343      16.3029       0.0020          6.709     57070.9996
              G191B2B    F336W    icmd72jvq_flc_1p.fits      1.0000        4.7822         293.0486     283.0754      16.3005       0.0020          7.190     57071.0003
              G191B2B    F475W    icmd72jwq_flc_1p.fits      1.0000        4.8542         293.0500     282.7689      15.9255       0.0017          5.490     57071.0013
              G191B2B    F475W    icmd72jxq_flc_1p.fits      1.0000        4.6820         293.0638     282.8094      15.9189       0.0017          5.394     57071.0020
              G191B2B    F475W    icmd72jyq_flc_1p.fits      1.0000        4.8404         293.0695     282.7796      15.9260       0.0017          5.415     57071.0027
              G191B2B    F625W    icmd72jzq_flc_1p.fits      1.0000        4.8027         292.9303     282.7405      16.6275       0.0023          2.383     57071.0037
              G191B2B    F625W    icmd72k0q_flc_1p.fits      1.0000        4.8624         292.9684     282.7808      16.6254       0.0023          2.785     57071.0044
              G191B2B    F625W    icmd72k1q_flc_1p.fits      1.0000        4.7831         292.9714     282.7496      16.6276       0.0023          2.433     57071.0051
              G191B2B    F775W    icmd72kdq_flc_1p.fits      1.3000        4.6066         293.0478     284.1233      17.7339       0.0035          1.799     57071.0479
              G191B2B    F775W    icmd72keq_flc_1p.fits      1.3000        4.6887         293.0435     284.1398      17.7330       0.0035          1.521     57071.0486
              G191B2B    F775W    icmd72kfq_flc_1p.fits      1.3000        4.7375         293.0811     284.1180      17.7286       0.0035          1.804     57071.0493
              G191B2B    F275W    icmd73a6q_flc_1p.fits      0.4800        4.9643         255.9035     262.1496      16.4267       0.0031          4.231     57269.4679
              G191B2B    F275W    icmd73a7q_flc_1p.fits      0.4800        4.9010         255.9288     262.1468      16.4284       0.0031          3.994     57269.4686
              G191B2B    F275W    icmd73a8q_flc_1p.fits      0.4800        4.9554         255.8896     262.1304      16.4288       0.0031          3.751     57269.4693
              G191B2B    F275W    icmd73a9q_flc_1p.fits      0.4800        4.6961         255.9239     262.1537      16.4280       0.0031          3.270     57269.4700
              G191B2B    F336W    icmd73aaq_flc_1p.fits      1.0000        4.8150         255.7624     262.8242      16.3040       0.0020          6.416     57269.4710
              G191B2B    F336W    icmd73abq_flc_1p.fits      1.0000        4.7738         255.7854     262.8368      16.3019       0.0020          6.610     57269.4717
              G191B2B    F336W    icmd73acq_flc_1p.fits      1.0000        4.7302         255.7549     262.8146      16.3081       0.0020          6.353     57269.4724
              G191B2B    F475W    icmd73adq_flc_1p.fits      1.0000        4.8290         255.7767     262.0862      15.9286       0.0017          5.863     57269.4734
              G191B2B    F475W    icmd73aeq_flc_1p.fits      1.0000        4.9198         255.7664     262.0689      15.9234       0.0017          5.951     57269.4741
              G191B2B    F475W    icmd73afq_flc_1p.fits      1.0000        4.8320         255.7731     262.0779      15.9206       0.0017          5.890     57269.4749
              G191B2B    F625W    icmd73agq_flc_1p.fits      1.0000        4.8047         255.7011     262.0406      16.6325       0.0023          2.136     57269.4758
              G191B2B    F625W    icmd73ahq_flc_1p.fits      1.0000        4.7736         255.7046     262.0620      16.6220       0.0023          2.764     57269.4766
              G191B2B    F625W    icmd73aiq_flc_1p.fits      1.0000        4.8862         255.6974     262.0601      16.6227       0.0023          2.315     57269.4773
              G191B2B    F775W    icmd73ajq_flc_1p.fits      1.3000        4.6896         255.8668     263.8516      17.7303       0.0035          1.544     57269.4782
              G191B2B    F775W    icmd73akq_flc_1p.fits      1.3000        4.7512         255.8908     263.8970      17.7350       0.0035          1.453     57269.4790
              G191B2B    F775W    icmd73alq_flc_1p.fits      1.3000        4.6914         255.8990     263.8903      17.7313       0.0035          1.393     57269.4797
              G191B2B    F275W    icmd73amq_flc_1p.fits      1.0000        4.9259         293.9103     297.2394      16.4404       0.0021          7.364     57269.4807
              G191B2B    F275W    icmd73anq_flc_1p.fits      1.0000        4.9618         293.8709     297.2477      16.4304       0.0021          7.391     57269.4814
              G191B2B    F275W    icmd73aoq_flc_1p.fits      1.0000        4.9827         293.9048     297.2458      16.4457       0.0022          7.565     57269.4821
              G191B2B    F275W    icmd73apq_flc_1p.fits      1.0000        4.9603         293.8734     297.2215      16.4332       0.0021          7.684     57269.4829
              G191B2B    F336W    icmd73aqq_flc_1p.fits      1.0000        4.7634         293.8517     297.9832      16.3057       0.0020          6.812     57269.4838
              G191B2B    F336W    icmd73arq_flc_1p.fits      1.0000        4.7698         293.8417     297.9603      16.2975       0.0020          6.661     57269.4846
              G191B2B    F336W    icmd73asq_flc_1p.fits      1.0000        4.7486         293.7994     297.9175      16.3063       0.0020          6.415     57269.4853
              G191B2B    F475W    icmd73atq_flc_1p.fits      1.0000        4.8459         293.8186     297.2786      15.9202       0.0017          5.219     57269.4863
              G191B2B    F475W    icmd73auq_flc_1p.fits      1.0000        4.9036         293.8414     297.2391      15.9216       0.0017          5.376     57269.4870
              G191B2B    F475W    icmd73avq_flc_1p.fits      1.0000        4.8404         293.8321     297.2686      15.9227       0.0017          5.598     57269.4877
              G191B2B    F625W    icmd73awq_flc_1p.fits      1.0000        4.8915         293.7254     297.1696      16.6260       0.0023          2.305     57269.4887
              G191B2B    F625W    icmd73axq_flc_1p.fits      1.0000        4.8087         293.7587     297.2138      16.6251       0.0023          2.323     57269.4894
              G191B2B    F625W    icmd73ayq_flc_1p.fits      1.0000        4.6644         293.7121     297.2016      16.6285       0.0023          2.205     57269.4901
              G191B2B    F775W    icmd73azq_flc_1p.fits      1.3000        4.6983         293.9267     299.0112      17.7355       0.0035          0.766     57269.4911
              G191B2B    F775W    icmd73b0q_flc_1p.fits      1.3000        4.7431         293.9397     299.0138      17.7245       0.0035          1.771     57269.4918
              G191B2B    F775W    icmd73b1q_flc_1p.fits      1.3000        4.6826         293.9238     299.0110      17.7307       0.0035          1.160     57269.4925
SDSS-J022817.16-082716.4    F336W    icmdp1baq_flc_1p.f     80.0000        4.6937         246.0286     250.1949      25.1241       0.0185          0.267     57002.4784
SDSS-J022817.16-082716.4    F336W    icmdp1bcq_flc_1p.f     80.0000        4.7618         246.0148     250.1922      25.1545       0.0192          0.902     57002.4800
SDSS-J022817.16-082716.4    F275W    icmdp1bdq_flc_1p.f    150.0000        4.9148         246.0821     249.9265      25.4361       0.0147          0.250     57002.4819
SDSS-J022817.16-082716.4    F275W    icmdp1beq_flc_1p.f    150.0000        4.9334         246.0422     249.8941      25.4641       0.0150          0.462     57002.4843
SDSS-J022817.16-082716.4    F475W    icmdp1bfq_flc_1p.f     80.0000        4.7987         245.9194     249.8098      24.2316       0.0106          2.256     57002.4871
SDSS-J022817.16-082716.4    F475W    icmdp1biq_flc_1p.f     80.0000        4.9134         245.9093     249.8105      24.2503       0.0108          2.350     57002.4887
SDSS-J022817.16-082716.4    F625W    icmdp1bjq_flc_1p.f    220.0000        4.8656         245.7920     249.7969      24.7019       0.0074          6.009     57002.4906
SDSS-J022817.16-082716.4    F775W    icmdp1bkq_flc_1p.f    285.0000        4.7499         245.9696     251.1699      25.7815       0.0119          4.807     57002.4940
SDSS-J022817.16-082716.4    F775W    icmdp1bnq_flc_1p.f    285.0000        4.6649         245.9782     251.1716      25.7601       0.0117          4.433     57002.4979
SDSS-J022817.16-082716.4    F625W    icmdp1boq_flc_1p.f    370.0000        4.8234         207.7881     214.2693      24.7559       0.0056         10.170     57002.5021
SDSS-J022817.16-082716.4    F475W    icmdp1brq_flc_1p.f    110.0000        4.7419         207.9045     214.6730      24.2320       0.0085          2.119     57002.5073
SDSS-J022817.16-082716.4    F336W    icmdp1bsq_flc_1p.f    160.0000        4.8985         207.9922     215.1253      25.1273       0.0116          1.434     57002.5387
SDSS-J022817.16-082716.4    F275W    icmdp1bvq_flc_1p.f    120.0000        4.9029         208.1267     214.7820      25.4685       0.0177          0.434     57002.5415
SDSS-J022817.16-082716.4    F275W    icmdp1bwq_flc_1p.f    120.0000        4.9307         208.1143     214.8193      25.4499       0.0176          0.768     57002.5436
SDSS-J022817.16-082716.4    F775W    icmdp1bxq_flc_1p.f    380.0000        4.9225         208.0554     216.0985      25.7934       0.0101          6.888     57002.5459
SDSS-J022817.16-082716.4    F775W    icmdp1c0q_flc_1p.f    380.0000        4.8081         207.9984     216.0867      25.7856       0.0100          6.454     57002.5509
SDSS-J022817.16-082716.4    F625W    icmdp1c1q_flc_1p.f    175.0000        4.8759         283.7981     284.8924      24.7717       0.0089          5.168     57002.5563
SDSS-J022817.16-082716.4    F625W    icmdp1c4q_flc_1p.f    175.0000        4.9287         283.7814     284.8930      24.7778       0.0090          5.010     57002.5590
SDSS-J022817.16-082716.4    F336W    icmdp1c5q_flc_1p.f     80.0000        4.6199         283.8810     285.1926      25.1041       0.0181          0.256     57002.5620
SDSS-J022817.16-082716.4    F336W    icmdp1c8q_flc_1p.f     80.0000        4.7499         284.5722     285.7591      24.8189       0.0152          0.639     57002.5636
SDSS-J022817.16-082716.4    F275W    icmdp1c9q_flc_1p.f    100.0000        4.7287         283.9687     284.9476      25.4586       0.0199          0.489     57002.5655
SDSS-J022817.16-082716.4    F275W    icmdp1caq_flc_1p.f    100.0000        4.9517         283.9640     284.9500      25.4841       0.0209          1.061     57002.5674
SDSS-J022817.16-082716.4    F275W    icmdp1cbq_flc_1p.f    100.0000        4.8909         283.9764     284.9335      24.9477       0.0142          0.674     57002.5692
SDSS-J022817.16-082716.4    F775W    icmdp1cdq_flc_1p.f    380.0000        5.4881         284.0630     286.7719      25.7878       0.0108         13.707     57002.6047
