   OBJECT-NAME              FILTER    FITS-FILE               EXPTIME      BCKGRMS           X            Y           FMAG         ERRMAG           SKY          MJD   
             WD-2327-000    F475W    ibyn08vwq_flc.fits    120.0000        5.1167        2051.9424    1020.9169      22.5972       0.0034          4.355     56560.5177
             WD-2327-000    F775W    ibyn08vyq_flc.fits    605.0000        5.9217        2051.9355    1022.0421      24.7541       0.0044         15.061     56560.5209
             WD-2327-000    F625W    ibyn08w1q_flc.fits    350.0000        5.3429        2051.8208    1020.7683      23.0798       0.0025         14.333     56560.5296
             WD-2327-000    F336W    ibyn08w5q_flc.fits    160.0000        5.4790        2051.7195    1020.9270      23.5481       0.0048          1.305     56560.5426
             WD-2327-000    F336W    ibyn08w8q_flc.fits    160.0000        5.3618        2051.7207    1020.9357      23.5504       0.0048          1.569     56560.5461
             WD-2327-000    F336W    ibyn08waq_flc.fits    160.0000        5.4824        2089.7019    1056.1796      23.5557       0.0048          1.689     56560.5813
             WD-2327-000    F775W    ibyn08wdq_flc.fits    680.0000        5.9020        2089.9111    1057.8369      24.0535       0.0028         16.197     56560.5849
             WD-2327-000    F625W    ibyn08wgq_flc.fits    355.0000        5.3146        2089.7688    1056.0698      23.0783       0.0025         13.984     56560.5946
             WD-2327-000    F475W    ibyn08wkq_flc.fits    160.0000        5.1940        2089.8655    1056.6802      22.5847       0.0029          6.021     56560.6077
             WD-2327-000    F475W    ibyn08wnq_flc.fits    160.0000        5.3140        2089.8679    1056.7057      22.5589       0.0029          5.969     56560.6111
             WD-0554-165    F475W    ibynb9luq_flc.fits    120.0000        5.1642        2041.1489    1021.0891      22.1599       0.0028          6.010     56499.9371
             WD-0554-165    F775W    ibynb9lwq_flc.fits    605.0000        6.1273        2041.0920    1022.1876      23.8884       0.0028         20.956     56499.9403
             WD-0554-165    F625W    ibynb9lzq_flc.fits    350.0000        5.7711        2041.0093    1020.9177      22.8264       0.0022         19.388     56499.9491
             WD-0554-165    F336W    ibynb9m3q_flc.fits    160.0000        5.5329        2040.9645    1020.9694      22.5965       0.0030          4.261     56499.9621
             WD-0554-165    F336W    ibynb9m6q_flc.fits    160.0000        5.4693        2040.9785    1020.9658      22.5978       0.0030          4.784     56499.9656
             WD-0554-165    F336W    ibynb9m8q_flc.fits    160.0000        5.4836        2078.9143    1056.6902      22.5746       0.0029          3.705     56499.9985
             WD-0554-165    F775W    ibynb9mbq_flc.fits    680.0000        6.2078        2079.0662    1057.9464      23.8955       0.0026         22.284     56500.0022
             WD-0554-165    F625W    ibynb9meq_flc.fits    355.0000        5.8487        2078.9795    1056.2358      22.8322       0.0022         20.362     56500.0119
             WD-0554-165    F475W    ibynb9mmq_flc.fits    160.0000        5.4701        2079.0674    1056.8038      22.1573       0.0024          9.104     56500.0249
             WD-0554-165    F475W    ibynb9mpq_flc.fits    160.0000        5.6179        2079.0754    1056.8049      22.1622       0.0024         10.860     56500.0284
SDSS-J010322.19-002047.7    F160W    ibyn01wvq_flt.fits    499.2319       29.0578         485.8615     577.2873      25.5570       0.0170        348.376     56548.9003
SDSS-J010322.19-002047.7    F160W    ibyn01xhq_flt.fits    499.2319       28.7854         496.9056     589.8581      25.5641       0.0170        342.977     56549.0407
SDSS-J102430.93-003207.0    F160W    ibyn03vhq_flt.fits    499.2319       36.9668         480.7375     571.2814      25.1670       0.0146        447.720     56260.8968
SDSS-J102430.93-003207.0    F160W    ibyn03vwq_flt.fits    499.2319       36.7628         491.7905     583.8934      25.2049       0.0151        450.276     56260.9613
             WD-0408-066    F160W    ibyn02lfq_flt.fits    499.2319       27.7504         485.0300     576.7618      23.7038       0.0039        335.329     56531.9116
             WD-0408-066    F160W    ibyn02luq_flt.fits    499.2319       27.8445         496.0475     588.9282      23.6968       0.0038        331.096     56531.9755
             WD-0554-165    F160W    ibynb9m1q_flt.fits    499.2319       40.9519         483.8421     574.1555      24.2410       0.0073        505.165     56499.9552
             WD-0554-165    F160W    ibynb9mkq_flt.fits    499.2319       40.6136         494.8897     586.7765      24.2405       0.0072        498.326     56500.0180
             WD-1204+023    F160W    ibyn04bdq_flt.fits    499.2319       40.8975         481.8193     568.2458      24.9067       0.0128        568.002     56471.4694
             WD-1204+023    F160W    ibyn04bsq_flt.fits    499.2319       41.4359         492.8915     580.8128      24.9027       0.0129        569.944     56471.5359
             WD-1312-029    F160W    ibyn05tqq_flt.fits    499.2319       36.4310         485.9573     575.9774      25.5303       0.0198        451.743     56477.3854
             WD-1312-029    F160W    ibyn05u5q_flt.fits    499.2319       36.3489         496.9930     588.1942      25.5290       0.0198        448.791     56477.4478
             WD-1635+008    F160W    ibyn06qzq_flt.fits    499.2319       26.7234         481.7254     570.8554      25.1977       0.0117        273.778     56469.5523
             WD-1635+008    F160W    ibyn06req_flt.fits    499.2319       26.5923         492.7620     583.0134      25.1927       0.0116        273.390     56469.6164
             WD-2034-053    F160W    ibyn07iyq_flt.fits    499.2319       46.0367         481.7121     573.9935      25.1544       0.0173        582.258     56255.6112
             WD-2034-053    F160W    ibyn07jdq_flt.fits    499.2319       46.3690         492.7324     586.1150      24.6941       0.0116        584.288     56255.6735
             WD-2327-000    F160W    ibyn08w3q_flt.fits    499.2319       28.5254         486.9126     574.2593      24.1971       0.0056        362.481     56560.5357
             WD-2327-000    F160W    ibyn08wiq_flt.fits    499.2319       28.4637         497.9417     586.8816      24.1996       0.0056        361.704     56560.6007   
SDSS-J010322.19-002047.7    F275W    icmd20fhq_flc_1p.f    220.0000        4.9541         257.9367     259.8873      24.1289       0.0053          2.189     56908.7892
SDSS-J010322.19-002047.7    F275W    icmd20fjq_flc_1p.f    220.0000        5.0400         257.9038     259.8555      24.1377       0.0054          1.940     56908.7924
SDSS-J010322.19-002047.7    F275W    icmd20fmq_flc_1p.f    220.0000        4.9336         257.8937     259.8516      24.1394       0.0054          1.929     56908.7957
SDSS-J010322.19-002047.7    F625W    icmd20fnq_flc_1p.f    300.0000        4.9549         257.2623     259.8038      24.1612       0.0046         10.241     56908.7991
SDSS-J010322.19-002047.7    F775W    icmd20fqq_flc_1p.f    500.0000        4.9917         257.8951     261.1762      25.2495       0.0062         10.562     56908.8034
SDSS-J010322.19-002047.7    F336W    icmd20ftq_flc_1p.f    100.0000        4.7746         257.8264     260.1332      23.9287       0.0076          1.677     56908.8101
SDSS-J010322.19-002047.7    F475W    icmd20fuq_flc_1p.f    120.0000        4.8969         257.8219     259.8322      23.4966       0.0054          4.759     56908.8123
          WD-0408-066    F275W    icmd21cgq_flc_1p.fits    220.0000        5.0537         255.4435     249.7420      24.0564       0.0052          2.408     57032.1931
          WD-0408-066    F275W    icmd21ciq_flc_1p.fits    220.0000        5.0239         255.4092     249.7465      24.0352       0.0051          2.412     57032.1963
          WD-0408-066    F275W    icmd21clq_flc_1p.fits    220.0000        5.0514         255.4462     249.7426      24.0740       0.0052          1.831     57032.1995
          WD-0408-066    F625W    icmd21cmq_flc_1p.fits    300.0000        4.9653         255.1586     249.2532      23.8513       0.0039          8.948     57032.2029
          WD-0408-066    F775W    icmd21cpq_flc_1p.fits    500.0000        4.8398         255.2563     251.0356      24.6777       0.0045          8.456     57032.2073
          WD-0408-066    F336W    icmd21csq_flc_1p.fits    100.0000        4.7355         255.1584     249.9420      23.8158       0.0071          1.162     57032.2139
          WD-0408-066    F475W    icmd21ctq_flc_1p.fits    120.0000        4.8377         255.1675     249.1894      23.3113       0.0049          3.537     57032.2161
          WD-0554-165    F275W    icmd22nxq_flc_1p.fits    220.0000        5.0573         252.6596     246.1487      22.7173       0.0026          5.462     56914.6424
          WD-0554-165    F275W    icmd22nzq_flc_1p.fits    220.0000        5.0020         252.6625     246.1546      22.7188       0.0026          4.678     56914.6456
          WD-0554-165    F275W    icmd22o2q_flc_1p.fits    220.0000        5.0930         252.7034     246.1746      22.6874       0.0026          5.899     56914.6488
          WD-0554-165    F625W    icmd22o3q_flc_1p.fits    300.0000        4.9769         252.1221     246.1390      22.8143       0.0024         10.623     56914.6523
          WD-0554-165    F775W    icmd22o6q_flc_1p.fits    500.0000        5.1090         252.7954     247.9681      23.8931       0.0031         11.841     56914.6566
          WD-0554-165    F336W    icmd22o9q_flc_1p.fits    100.0000        4.8365         252.7466     246.9090      22.5623       0.0037          2.631     56914.6633
          WD-0554-165    F475W    icmd22oaq_flc_1p.fits    120.0000        5.2217         252.7491     246.1752      22.1322       0.0027          9.276     56914.6654
SDSS-J102430.93-003207.0    F275W    icmd23jwq_flc_1p.f    220.0000        5.0630         254.7865     248.2502      24.2370       0.0057          2.439     57110.4671
SDSS-J102430.93-003207.0    F275W    icmd23jyq_flc_1p.f    220.0000        4.9333         254.8521     248.1299      24.1994       0.0055          1.976     57110.4703
SDSS-J102430.93-003207.0    F275W    icmd23k1q_flc_1p.f    220.0000        4.9926         254.7933     248.1430      24.1529       0.0054          1.956     57110.4735
SDSS-J102430.93-003207.0    F625W    icmd23k2q_flc_1p.f    300.0000        4.9741         254.1492     248.0786      23.9115       0.0041          9.750     57110.4770
SDSS-J102430.93-003207.0    F775W    icmd23k5q_flc_1p.f    500.0000        4.9053         254.7890     249.9453      24.7291       0.0046          8.895     57110.4813
SDSS-J102430.93-003207.0    F336W    icmd23k8q_flc_1p.f    100.0000        4.7370         254.2524     248.8465      23.9213       0.0075          0.951     57110.4880
SDSS-J102430.93-003207.0    F475W    icmd23k9q_flc_1p.f    120.0000        4.8558         254.2520     248.1172      23.3210       0.0049          3.384     57110.4901
          WD-1204+023    F275W    icmd24m6q_flc_1p.fits    220.0000        4.9576         242.3690     245.6515      24.1772       0.0055          1.434     57166.6231
          WD-1204+023    F275W    icmd24m8q_flc_1p.fits    220.0000        4.9857         242.6946     245.2720      24.1806       0.0055          1.306     57166.6263
          WD-1204+023    F275W    icmd24mbq_flc_1p.fits    220.0000        4.9590         242.6856     245.2347      24.1823       0.0055          1.784     57166.6295
          WD-1204+023    F625W    icmd24mcq_flc_1p.fits    300.0000        5.0967         242.0788     245.1195      23.6524       0.0036         11.730     57166.6330
          WD-1204+023    F775W    icmd24mfq_flc_1p.fits    500.0000        4.9888         242.2248     246.9625      24.6974       0.0046         12.249     57166.6373
          WD-1204+023    F336W    icmd24miq_flc_1p.fits    100.0000        4.8026         242.1725     245.8745      23.9009       0.0075          1.200     57166.6440
          WD-1204+023    F475W    icmd24mjq_flc_1p.fits    120.0000        4.8415         242.1618     245.1364      23.0951       0.0044          4.330     57166.6461
          WD-1312-029    F275W    icmd25ekq_flc_1p.fits    220.0000        4.9608         253.8430     254.0990      24.2028       0.0056          2.116     57179.5538
          WD-1312-029    F275W    icmd25emq_flc_1p.fits    220.0000        4.9503         253.8356     254.0912      24.1941       0.0055          1.587     57179.5570
          WD-1312-029    F275W    icmd25epq_flc_1p.fits    220.0000        4.8958         253.8013     254.0717      24.1978       0.0055          1.810     57179.5602
          WD-1312-029    F625W    icmd25eqq_flc_1p.fits    300.0000        4.9717         253.1449     254.0183      24.1699       0.0047         10.118     57179.5636
          WD-1312-029    F775W    icmd25etq_flc_1p.fits    500.0000        4.7230         253.7728     255.8732      25.2414       0.0062         10.922     57179.5680
          WD-1312-029    F336W    icmd25ewq_flc_1p.fits    100.0000        4.7697         253.2211     254.7573      24.0065       0.0079          1.413     57179.5746
          WD-1312-029    F475W    icmd25exq_flc_1p.fits    120.0000        4.7738         253.2170     254.0581      23.5267       0.0055          3.407     57179.5768
          WD-1635+008    F275W    icmd26luq_flc_1p.fits    220.0000        4.9534         247.0086     244.8991      23.9560       0.0049          2.176     57110.9475
          WD-1635+008    F275W    icmd26lwq_flc_1p.fits    220.0000        5.0405         246.9563     244.8966      23.9641       0.0049          2.371     57110.9507
          WD-1635+008    F275W    icmd26lzq_flc_1p.fits    220.0000        4.9824         246.9604     244.8844      23.9251       0.0048          2.250     57110.9539
          WD-1635+008    F625W    icmd26m0q_flc_1p.fits    300.0000        4.8847         246.7901     244.8238      23.8781       0.0040          9.587     57110.9574
          WD-1635+008    F775W    icmd26m3q_flc_1p.fits    500.0000        4.7757         247.0008     246.1838      24.9388       0.0052          9.930     57110.9617
          WD-1635+008    F336W    icmd26m6q_flc_1p.fits    100.0000        4.7934         246.9668     245.1158      23.7299       0.0068          1.399     57110.9684
          WD-1635+008    F475W    icmd26m7q_flc_1p.fits    120.0000        5.1573         246.9685     244.8256      23.2601       0.0049          6.447     57110.9705
          WD-2034-053    F275W    icmd27ckq_flc_1p.fits    220.0000        4.9485         251.9025     258.7066      24.1600       0.0054          2.029     56908.4463
          WD-2034-053    F275W    icmd27cmq_flc_1p.fits    220.0000        4.9857         251.9057     258.2897      24.1996       0.0055          1.890     56908.4495
          WD-2034-053    F275W    icmd27cpq_flc_1p.fits    220.0000        4.9467         251.8478     258.2468      24.2009       0.0055          2.025     56908.4527
          WD-2034-053    F625W    icmd27cqq_flc_1p.fits    300.0000        4.8994         251.1985     258.1724      23.9444       0.0041          9.097     56908.4562
          WD-2034-053    F775W    icmd27ctq_flc_1p.fits    500.0000        4.7026         251.8193     260.0189      24.9600       0.0052          9.273     56908.4605
          WD-2034-053    F336W    icmd27cwq_flc_1p.fits    100.0000        4.7573         251.6839     258.9685      23.9574       0.0077          1.566     56908.4672
          WD-2034-053    F475W    icmd27cxq_flc_1p.fits    120.0000        4.7433         251.6606     258.2629      23.3726       0.0051          3.843     56908.4693
          WD-2327-000    F275W    icmd28d3q_flc_1p.fits    220.0000        5.0295         253.8573     254.9052      23.8820       0.0047          2.084     56908.5211
          WD-2327-000    F275W    icmd28d5q_flc_1p.fits    220.0000        4.9887         253.8295     254.9176      23.8818       0.0047          2.036     56908.5243
          WD-2327-000    F275W    icmd28d8q_flc_1p.fits    220.0000        5.0025         253.8289     254.9262      23.8881       0.0047          1.760     56908.5275
          WD-2327-000    F625W    icmd28d9q_flc_1p.fits    300.0000        5.0539         253.2038     254.8995      23.0614       0.0027         12.514     56908.5310
          WD-2327-000    F775W    icmd28dcq_flc_1p.fits    500.0000        5.0062         253.8578     256.7310      24.0488       0.0033         12.169     56908.5353
          WD-2327-000    F336W    icmd28dfq_flc_1p.fits    100.0000        4.7182         253.7571     255.2042      23.5207       0.0060          1.692     56908.5420
          WD-2327-000    F475W    icmd28dgq_flc_1p.fits    120.0000        4.8756         253.7390     254.8907      22.5889       0.0034          5.207     56908.5441
                GD-71    F275W    icmd51djq_flc_1p.fits      2.0000        4.8944         245.9359     266.9876      17.9313       0.0031          3.787     56908.5957
                GD-71    F275W    icmd51dkq_flc_1p.fits      2.0000        4.9465         245.9877     267.0004      17.9233       0.0031          4.039     56908.5965
                GD-71    F275W    icmd51dlq_flc_1p.fits      2.0000        4.8970         245.9383     267.0062      17.9260       0.0031          4.109     56908.5972
                GD-71    F275W    icmd51dmq_flc_1p.fits      2.0000        4.8949         245.9579     267.0000      17.9261       0.0031          4.136     56908.5979
                GD-71    F336W    icmd51dnq_flc_1p.fits      1.5000        4.6218         245.8935     267.6962      17.7430       0.0032          2.784     56908.5989
                GD-71    F336W    icmd51doq_flc_1p.fits      1.5000        4.6154         245.8804     267.2809      17.7449       0.0032          2.634     56908.5997
                GD-71    F336W    icmd51dpq_flc_1p.fits      1.5000        4.6225         245.8617     267.3095      17.7442       0.0032          2.650     56908.6004
                GD-71    F475W    icmd51dqq_flc_1p.fits      0.8000        4.8301         245.8403     266.9428      17.2295       0.0035          1.847     56908.6014
                GD-71    F475W    icmd51drq_flc_1p.fits      0.8000        4.6955         245.8578     266.9494      17.2215       0.0035          1.910     56908.6021
                GD-71    F475W    icmd51dsq_flc_1p.fits      0.8000        4.7889         245.8265     266.9423      17.2212       0.0035          1.988     56908.6028
                GD-71    F625W    icmd51dtq_flc_1p.fits      1.6000        4.7479         245.7438     266.9452      17.8765       0.0033          1.673     56908.6038
                GD-71    F625W    icmd51duq_flc_1p.fits      1.6000        4.8092         245.7613     266.9641      17.8758       0.0033          2.006     56908.6045
                GD-71    F625W    icmd51dvq_flc_1p.fits      1.6000        4.7400         245.7082     266.9406      17.8773       0.0033          2.177     56908.6053
                GD-71    F775W    icmd51dwq_flc_1p.fits      5.0000        4.7299         245.9232     268.8041      18.9509       0.0031          1.992     56908.6062
                GD-71    F775W    icmd51dxq_flc_1p.fits      5.0000        4.5541         245.9106     268.7894      18.9518       0.0031          1.368     56908.6070
                GD-71    F775W    icmd51dyq_flc_1p.fits      5.0000        4.7251         245.9202     268.8071      18.9465       0.0031          2.041     56908.6077
                GD-71    F775W    icmd51dzq_flc_1p.fits      5.0000        4.6792         245.9201     268.8064      18.9528       0.0031          1.915     56908.6085
                GD-71    F275W    icmd51e0q_flc_1p.fits      1.5000        4.7384         283.9423     302.1114      17.9293       0.0036          2.866     56908.6096
                GD-71    F275W    icmd51e1q_flc_1p.fits      1.5000        4.6398         283.9510     302.1161      17.9263       0.0035          2.625     56908.6103
                GD-71    F275W    icmd51e2q_flc_1p.fits      1.5000        4.8741         283.9752     302.1283      17.9234       0.0036          3.391     56908.6110
                GD-71    F336W    icmd51e3q_flc_1p.fits      1.5000        4.6808         283.8651     302.8132      17.7434       0.0032          2.867     56908.6120
                GD-71    F336W    icmd51e4q_flc_1p.fits      1.5000        4.7590         283.8688     302.8213      17.7424       0.0032          2.970     56908.6128
                GD-71    F336W    icmd51e5q_flc_1p.fits      1.5000        4.6989         283.9001     302.8490      17.7388       0.0032          3.074     56908.6135
                GD-71    F475W    icmd51e6q_flc_1p.fits      0.8000        4.7947         283.8694     302.1356      17.2136       0.0035          1.548     56908.6145
                GD-71    F475W    icmd51e7q_flc_1p.fits      0.8000        4.7555         283.8869     302.1589      17.2133       0.0035          2.104     56908.6152
