           wave          flux     flux_err     norm_flux    model_flux   model_flux_err      res_flux  
  3850.00000000   68.05680000   0.51636500   69.97232284   68.33058375       0.04917313   -0.27378375  
  3852.00000000   68.26860000   0.51574400   69.97475216   68.33309139       0.02913114   -0.06449139  
  3854.00000000   68.32780000   0.51452600   69.96000075   68.31846977       0.02775721    0.00933023  
  3856.00000000   68.63190000   0.51440900   69.91453627   68.27318148       0.03425284    0.35871852  
  3858.00000000   68.32150000   0.51190600   69.83084038   68.18970413       0.05751355    0.13179587  
  3860.00000000   67.89300000   0.50908000   69.70585875   68.06498396       0.06384660   -0.17198396  
  3862.00000000   67.73570000   0.50720100   69.53809863   67.89753089       0.06087827   -0.16183089  
  3864.00000000   67.22890000   0.50409700   69.32632986   67.68611527       0.05656493   -0.45721527  
  3866.00000000   67.26390000   0.50293000   69.06918517   67.42936650       0.04701124   -0.16546650  
  3868.00000000   67.25810000   0.50148000   68.76531930   67.12592937       0.03483935    0.13217063  
  3870.00000000   66.60140000   0.49776000   68.41374458   66.77480330       0.02842188   -0.17340330  
  3872.00000000   65.87230000   0.49382600   68.01380707   66.37532197       0.01246330   -0.50302197  
  3874.00000000   65.98490000   0.49300600   67.56517277   65.92713568       0.00771347    0.05776432  
  3876.00000000   65.56920000   0.49018500   67.06847701   65.43085727       0.01285483    0.13834273  
  3878.00000000   64.72580000   0.48588500   66.52660154   64.88934558       0.05017094   -0.16354558  
  3880.00000000   64.10590000   0.48229900   65.94666891   64.30970169       0.07859398   -0.20380169  
  3882.00000000   63.73650000   0.47976400   65.34439436   63.70761700       0.09596965    0.02888300  
  3884.00000000   63.36070000   0.47717700   64.75401483   63.11730142       0.10857541    0.24339858  
  3886.00000000   62.70060000   0.47351100   64.24237413   62.60557228       0.10848440    0.09502772  
  3888.00000000   62.11800000   0.47004500   63.90697520   62.26990976       0.08592307   -0.15190976  
  3890.00000000   62.29870000   0.46957200   63.82959720   62.19207187       0.08450414    0.10662813  
  3892.00000000   62.35690000   0.46874700   64.01288857   62.37468445       0.10506277   -0.01778445  
  3894.00000000   63.06500000   0.47000500   64.37816511   62.73904162       0.12309195    0.32595838  
  3896.00000000   63.45230000   0.47044400   64.82776641   63.18746253       0.11373876    0.26483747  
  3898.00000000   63.81800000   0.47042500   65.29394441   63.65218410       0.07665368    0.16581590  
  3900.00000000   64.32360000   0.47095400   65.74218623   64.09868385       0.05687507    0.22491615  
  3902.00000000   64.76400000   0.47143800   66.15692822   64.51139260       0.04116075    0.25260740  
  3904.00000000   65.28780000   0.47223100   66.53140629   64.88354529       0.02534690    0.40425471  
  3906.00000000   65.39680000   0.47160100   66.86297565   65.21250188       0.01425893    0.18429812  
  3908.00000000   65.30030000   0.47007600   67.15069183   65.49732978       0.03228950   -0.19702978  
  3910.00000000   65.83790000   0.47069700   67.39438459   65.73787390       0.03996993    0.10002610  
  3912.00000000   66.20410000   0.47093000   67.59455494   65.93464862       0.04638967    0.26945138  
  3914.00000000   66.26380000   0.46999900   67.75212943   66.08859549       0.05746610    0.17520451  
  3916.00000000   66.31380000   0.46898700   67.86818620   66.20081238       0.06358437    0.11298762  
  3918.00000000   66.27580000   0.46773600   67.94382228   66.27241985       0.06787722    0.00338015  
  3920.00000000   66.65960000   0.46796100   67.97985316   66.30425912       0.06686673    0.35534088  
  3922.00000000   66.79090000   0.46722200   67.97655741   66.29663619       0.06574107    0.49426381  
  3924.00000000   66.42920000   0.46485800   67.93388568   66.24953594       0.07493758    0.17966406  
  3926.00000000   66.29390000   0.46331500   67.85168216   66.16284575       0.08511222    0.13105425  
  3928.00000000   65.96830000   0.46120800   67.72968680   66.03635351       0.09548893   -0.06805351  
  3930.00000000   65.89290000   0.45981300   67.56746944   65.86967937       0.09911392    0.02322063  
  3932.00000000   65.40990000   0.45706100   67.36428476   65.66212783       0.10136971   -0.25222783  
  3934.00000000   65.20540000   0.45541000   67.11900755   65.41262269       0.10300130   -0.20722269  
  3936.00000000   64.98080000   0.45356200   66.83017615   65.11974688       0.09831456   -0.13894688  
  3938.00000000   65.04840000   0.45278800   66.49593337   64.78168322       0.08171002    0.26671678  
  3940.00000000   64.60020000   0.45039600   66.11421572   64.39640642       0.07377750    0.20379358  
  3942.00000000   63.90360000   0.44705000   65.68310259   63.96203835       0.07280832   -0.05843835  
  3944.00000000   63.45170000   0.44450000   65.20056982   63.47660127       0.07145357   -0.02490127  
  3946.00000000   62.79440000   0.44123000   64.66410241   62.93762640       0.06962615   -0.14322640  
  3948.00000000   62.44860000   0.43910500   64.07078320   62.34224167       0.06857782    0.10635833  
  3950.00000000   61.40800000   0.43467200   63.41755520   61.68743319       0.06433581   -0.27943319  
  3952.00000000   60.54490000   0.43075000   62.70154813   60.97037386       0.06063291   -0.42547386  
  3954.00000000   60.12750000   0.42820700   61.92040490   60.18874385       0.05317222   -0.06124385  
  3956.00000000   59.18960000   0.42400000   61.07234040   59.34078682       0.05119034   -0.15118682  
  3958.00000000   58.26770000   0.42000300   60.15635568   58.42552916       0.03212282   -0.15782916  
  3960.00000000   57.45040000   0.41623900   59.17348476   57.44402670       0.06555946    0.00637330  
  3962.00000000   56.30280000   0.41132100   58.12949616   56.40206643       0.07552083   -0.09926643  
  3964.00000000   55.02690000   0.40595300   57.04336459   55.31864053       0.11902669   -0.29174053  
  3966.00000000   54.10780000   0.40166900   55.97973896   54.25841226       0.12206893   -0.15061226  
  3968.00000000   53.28150000   0.39780700   55.11117680   53.39394687       0.12659277   -0.11244687  
  3970.00000000   52.88550000   0.39566700   54.70498285   52.99255204       0.09601013   -0.10705204  
  3972.00000000   53.10840000   0.39569800   54.91091957   53.20398977       0.12671322   -0.09558977  
  3974.00000000   53.98370000   0.39795900   55.59181720   53.89108673       0.13204375    0.09261327  
  3976.00000000   54.89120000   0.39997600   56.48043343   54.78659511       0.11936690    0.10460489  
  3978.00000000   55.72400000   0.41251000   57.39745030   55.71119337       0.09494698    0.01280663  
  3980.00000000   56.45830000   0.41407800   58.27385110   56.59586380       0.07425067   -0.13756380  
  3982.00000000   56.99590000   0.40445000   59.08985329   57.42082300       0.05682709   -0.42492300  
  3984.00000000   57.80720000   0.40787500   59.84045181   58.18106070       0.02456201   -0.37386070  
  3986.00000000   58.38600000   0.40891400   60.52550638   58.87642097       0.02930877   -0.49042097  
  3988.00000000   59.07530000   0.41046600   61.14689022   59.50875020       0.04689767   -0.43345020  
  3990.00000000   60.03040000   0.41294100   61.70763742   60.08104282       0.03980375   -0.05064282  
  3992.00000000   60.40760000   0.41344000   62.21142921   60.59692995       0.03830531   -0.18932995  
  3994.00000000   60.63840000   0.41347000   62.66204071   61.06013284       0.03328442   -0.42173284  
  3996.00000000   61.41850000   0.41543400   63.06305218   61.47417238       0.03244695   -0.05567238  
  3998.00000000   61.96550000   0.41651900   63.41790560   61.84242238       0.03083946    0.12307762  
  4000.00000000   62.10340000   0.41608600   63.72996466   62.16817607       0.02930408   -0.06477607  
  4002.00000000   62.12390000   0.41549900   64.00240828   62.45454355       0.03172026   -0.33064355  
  4004.00000000   62.63670000   0.41647300   64.23815458   62.70437209       0.04127963   -0.06767209  
  4006.00000000   63.09710000   0.41713100   64.43983734   62.92021804       0.03500113    0.17688196  
  4008.00000000   63.30150000   0.41705900   64.60991908   63.10446461       0.02812045    0.19703539  
  4010.00000000   63.33540000   0.41644200   64.75080232   63.25943876       0.03041410    0.07596124  
  4012.00000000   63.36820000   0.41588100   64.86465955   63.38724205       0.02670041   -0.01904205  
  4014.00000000   63.61850000   0.41607900   64.95332406   63.48963898       0.02996452    0.12886102  
  4016.00000000   63.80650000   0.41599700   65.01844411   63.56820958       0.02522187    0.23829042  
  4018.00000000   63.81940000   0.41530900   65.06158727   63.62445649       0.03373754    0.19494351  
  4020.00000000   63.64730000   0.41411100   65.08402515   63.65959209       0.04417515   -0.01229209  
  4022.00000000   63.65900000   0.41341500   65.08655753   63.67436141       0.05268841   -0.01536141  
  4024.00000000   64.02830000   0.41387300   65.06983588   63.66936175       0.05699803    0.35893825  
  4026.00000000   63.90840000   0.41278100   65.03470161   63.64538161       0.06096477    0.26301839  
  4028.00000000   63.85460000   0.41206700   64.98196542   63.60318635       0.06459994    0.25141365  
  4030.00000000   63.63930000   0.41077000   64.91218823   63.54329912       0.06793538    0.09600088  
  4032.00000000   63.31260000   0.40904400   64.82575344   63.46607171       0.07097396   -0.15347171  
  4034.00000000   63.52230000   0.40902100   64.72286305   63.37167668       0.07369291    0.15062332  
  4036.00000000   63.53300000   0.40842100   64.60358296   63.26014876       0.07605337    0.27285124  
  4038.00000000   63.25020000   0.40693300   64.46785184   63.13139873       0.07801330    0.11880127  
  4040.00000000   63.07180000   0.40587200   64.31531206   62.98504737       0.07958452    0.08675263  
  4042.00000000   62.79540000   0.40442500   64.14550195   62.82061525       0.08079905   -0.02521525  
  4044.00000000   62.73230000   0.40361200   63.95804144   62.63770658       0.08163402    0.09459342  
  4046.00000000   62.64540000   0.40277500   63.75237252   62.43574797       0.08204732    0.20965203  
  4048.00000000   62.22630000   0.40082800   63.52774162   62.21397308       0.08203501    0.01232692  
  4050.00000000   62.23460000   0.40031500   63.28327722   61.97150209       0.08160277    0.26309791  
  4052.00000000   62.06360000   0.39917800   63.01775143   61.70710127       0.08071571    0.35649873  
  4054.00000000   61.54320000   0.39689000   62.72966026   61.41926763       0.07933245    0.12393237  
  4056.00000000   61.23190000   0.39531400   62.41757029   61.10657754       0.07745054    0.12532246  
  4058.00000000   61.03020000   0.39419500   62.08013910   60.76770310       0.07506683    0.26249690  
  4060.00000000   60.44450000   0.39185800   61.71588143   60.40117792       0.07201146    0.04332208  
  4062.00000000   60.06760000   0.39014900   61.32290213   60.00513178       0.05508995    0.06246822  
  4064.00000000   59.69210000   0.38840800   60.89886387   59.57725472       0.04302293    0.11484528  
  4066.00000000   59.05680000   0.38597500   60.44111694   59.11492643       0.04199287   -0.05812643  
  4068.00000000   58.61670000   0.38406400   59.94680382   58.61532112       0.04047779    0.00137888  
  4070.00000000   58.21960000   0.38227400   59.41315894   58.07570429       0.03295593    0.14389571  
  4072.00000000   57.68430000   0.38007400   58.83736777   57.49329295       0.03790922    0.19100705  
