           wave         flux     flux_err    norm_flux   model_flux   model_flux_err      res_flux  
  3604.00000000   5.13958000   0.07132860   5.35461031   5.15523446       0.00035667   -0.01565446  
  3605.00000000   5.15046000   0.07143040   5.34973474   5.14868191       0.00037995    0.00177809  
  3606.00000000   5.14435000   0.07114100   5.34486149   5.14217378       0.00040229    0.00217622  
  3607.00000000   5.11695000   0.07075660   5.33999185   5.13571281       0.00042335   -0.01876281  
  3608.00000000   5.09237000   0.07029470   5.33512758   5.12930222       0.00044287   -0.03693222  
  3609.00000000   5.10029000   0.07030270   5.33027083   5.12294548       0.00046039   -0.02265548  
  3610.00000000   5.10935000   0.07032550   5.32542341   5.11664557       0.00047536   -0.00729557  
  3611.00000000   5.09558000   0.06993350   5.32058573   5.11040390       0.00048650   -0.01482390  
  3612.00000000   5.03450000   0.06941330   5.31575648   5.10422010       0.00049547   -0.06972010  
  3613.00000000   5.04746000   0.06918720   5.31093346   5.09809278       0.00050246   -0.05063278  
  3614.00000000   5.05651000   0.06889750   5.30611467   5.09202038       0.00050767   -0.03551038  
  3615.00000000   5.03611000   0.06857610   5.30129901   5.08600192       0.00051119   -0.04989192  
  3616.00000000   5.05745000   0.06971920   5.29648661   5.08003739       0.00051612   -0.02258739  
  3617.00000000   5.06485000   0.06954950   5.29167869   5.07412760       0.00052171   -0.00927760  
  3618.00000000   5.05393000   0.06926180   5.28687695   5.06827366       0.00052241   -0.01434366  
  3619.00000000   5.05702000   0.06913680   5.28208271   5.06247627       0.00052150   -0.00545627  
  3620.00000000   5.07583000   0.06929920   5.27729619   5.05673491       0.00051900    0.01909509  
  3621.00000000   5.09354000   0.06909680   5.27251629   5.05104775       0.00051510    0.04249225  
  3622.00000000   5.05436000   0.06844440   5.26774098   5.04541214       0.00051023    0.00894786  
  3623.00000000   5.04501000   0.06822280   5.26296833   5.03982576       0.00050496    0.00518424  
  3624.00000000   5.05968000   0.06812800   5.25819785   5.03428777       0.00049952    0.02539223  
  3625.00000000   5.03694000   0.06784940   5.25343078   5.02879918       0.00049375    0.00814082  
  3626.00000000   5.02940000   0.06764780   5.24866905   5.02336179       0.00048730    0.00603821  
  3627.00000000   5.02114000   0.06741730   5.24391388   5.01797675       0.00048019    0.00316325  
  3628.00000000   5.03060000   0.06723910   5.23916532   5.01264411       0.00047261    0.01795589  
  3629.00000000   5.02120000   0.06695320   5.23442293   5.00736344       0.00046453    0.01383656  
  3630.00000000   4.98838000   0.06660090   5.22968634   5.00213450       0.00045570   -0.01375450  
  3631.00000000   4.96792000   0.06632250   5.22495506   4.99695701       0.00044612   -0.02903701  
  3632.00000000   4.96088000   0.06607560   5.22022844   4.99183040       0.00043642   -0.03095040  
  3633.00000000   4.95024000   0.06585400   5.21550641   4.98675455       0.00042718   -0.03651455  
  3634.00000000   4.95416000   0.06567540   5.21079040   4.98173062       0.00041811   -0.02757062  
  3635.00000000   4.97687000   0.06558880   5.20608255   4.97676020       0.00040817    0.00010980  
  3636.00000000   4.95583000   0.06526950   5.20138334   4.97184307       0.00039673   -0.01601307  
  3637.00000000   4.93203000   0.06490420   5.19669033   4.96697606       0.00038438   -0.03494606  
  3638.00000000   4.94414000   0.06479370   5.19199977   4.96215454       0.00037232   -0.01801454  
  3639.00000000   4.94920000   0.06462370   5.18730954   4.95737534       0.00036132   -0.00817534  
  3640.00000000   4.93739000   0.06430170   5.18262066   4.95263825       0.00035142   -0.01524825  
  3641.00000000   4.95821000   0.06433190   5.17793656   4.94794542       0.00034227    0.01026458  
  3642.00000000   4.96738000   0.06423130   5.17326116   4.94329942       0.00033325    0.02408058  
  3643.00000000   4.93157000   0.06373990   5.16859655   4.93870104       0.00032383   -0.00713104  
  3644.00000000   4.92751000   0.06349910   5.16394148   4.93414785       0.00031447   -0.00663785  
  3645.00000000   4.93814000   0.06343460   5.15929250   4.92963522       0.00030668    0.00850478  
  3646.00000000   4.92057000   0.06323430   5.15464728   4.92515959       0.00030156   -0.00458959  
  3647.00000000   4.91315000   0.06302500   5.15000653   4.92072049       0.00029824   -0.00757049  
  3648.00000000   4.92185000   0.06285170   5.14537190   4.91631835       0.00029506    0.00553165  
  3649.00000000   4.95282000   0.06282160   5.14073923   4.91194779       0.00028910    0.04087221  
  3650.00000000   4.96338000   0.06276440   5.13608744   4.90758652       0.00027639    0.05579348  
  3651.00000000   4.93325000   0.06241770   5.13136039   4.90317755       0.00027154    0.03007245  
  3652.00000000   4.89935000   0.06204970   5.12644831   4.89861057       0.00027366    0.00073943  
  3653.00000000   4.89601000   0.06185120   5.12119876   4.89373288       0.00025859    0.00227712  
  3654.00000000   4.90495000   0.06171280   5.11549306   4.88842556       0.00028025    0.01652444  
  3655.00000000   4.89738000   0.06150600   5.10936491   4.88272213       0.00029260    0.01465787  
  3656.00000000   4.90455000   0.06142430   5.10305158   4.87685976       0.00031671    0.02769024  
  3657.00000000   4.88933000   0.06117570   5.09688870   4.87117415       0.00037126    0.01815585  
  3658.00000000   4.88364000   0.06094490   5.09111806   4.86590732       0.00033528    0.01773268  
  3659.00000000   4.90053000   0.06081940   5.08578000   4.86110004       0.00035684    0.03942996  
  3660.00000000   4.90524000   0.06064910   5.08076237   4.85664072       0.00037121    0.04859928  
  3661.00000000   4.88334000   0.06039530   5.07591889   4.85238398       0.00036933    0.03095602  
  3662.00000000   4.84728000   0.06004280   5.07114617   4.84822769       0.00036425   -0.00094769  
  3663.00000000   4.82863000   0.05976530   5.06639444   4.84412356       0.00035860   -0.01549356  
  3664.00000000   4.83209000   0.05961180   5.06164722   4.84005664       0.00036305   -0.00796664  
  3665.00000000   4.82470000   0.05943550   5.05690201   4.83602583       0.00037758   -0.01132583  
  3666.00000000   4.79632000   0.05907660   5.05216010   4.83203375       0.00039447   -0.03571375  
  3667.00000000   4.79063000   0.05883540   5.04742221   4.82808232       0.00040985   -0.03745232  
  3668.00000000   4.80018000   0.05875070   5.04268691   4.82417103       0.00042376   -0.02399103  
  3669.00000000   4.80595000   0.05863890   5.03795082   4.82029713       0.00043704   -0.01434713  
  3670.00000000   4.80491000   0.05845160   5.03321074   4.81645781       0.00045048   -0.01154781  
  3671.00000000   4.78851000   0.05826020   5.02846563   4.81265230       0.00046414   -0.02414230  
  3672.00000000   4.77892000   0.05814480   5.02371704   4.80888230       0.00047727   -0.02996230  
  3673.00000000   4.77746000   0.05793360   5.01896785   4.80515062       0.00048883   -0.02769062  
  3674.00000000   4.79149000   0.05776490   5.01422005   4.80145893       0.00049798   -0.00996893  
  3675.00000000   4.79737000   0.05762990   5.00947301   4.79780606       0.00050476   -0.00043606  
  3676.00000000   4.78280000   0.05741010   5.00472366   4.79418829       0.00051015   -0.01138829  
  3677.00000000   4.77904000   0.05722930   4.99996888   4.79060182       0.00051515   -0.01156182  
  3678.00000000   4.79726000   0.05714810   4.99520802   4.78704525       0.00051997    0.01021475  
  3679.00000000   4.80135000   0.05703890   4.99044353   4.78352015       0.00052392    0.01782985  
  3680.00000000   4.77063000   0.05674570   4.98567912   4.78002950       0.00052589   -0.00939950  
  3681.00000000   4.76020000   0.05653790   4.98091703   4.77657486       0.00052507   -0.01637486  
  3682.00000000   4.77527000   0.05647200   4.97615611   4.77315438       0.00052163    0.00211562  
  3683.00000000   4.76058000   0.05623570   4.97139254   4.76976342       0.00051666   -0.00918342  
  3684.00000000   4.76238000   0.05608230   4.96662283   4.76639762       0.00051119   -0.00401762  
  3685.00000000   4.76728000   0.05598410   4.96184632   4.76305544       0.00050530    0.00422456  
  3686.00000000   4.76895000   0.05586740   4.95706511   4.75973801       0.00049831    0.00921199  
  3687.00000000   4.75303000   0.05562200   4.95228204   4.75644726       0.00048962   -0.00341726  
  3688.00000000   4.72149000   0.05534440   4.94749936   4.75318462       0.00047886   -0.03169462  
  3689.00000000   4.72339000   0.05517580   4.94271872   4.74995080       0.00046570   -0.02656080  
  3690.00000000   4.73101000   0.05509790   4.93794101   4.74674554       0.00044965   -0.01573554  
  3691.00000000   4.73972000   0.05499010   4.93316545   4.74356663       0.00043079   -0.00384663  
  3692.00000000   4.72343000   0.05473730   4.92838875   4.74040923       0.00040963   -0.01697923  
  3693.00000000   4.72594000   0.05463670   4.92360499   4.73726575       0.00038649   -0.01132575  
  3694.00000000   4.72628000   0.05451070   4.91880468   4.73412491       0.00036081   -0.00784491  
  3695.00000000   4.71588000   0.05434330   4.91397212   4.73096909       0.00033223   -0.01508909  
  3696.00000000   4.72778000   0.05426250   4.90908564   4.72777461       0.00030306    0.00000539  
  3697.00000000   4.71927000   0.05407380   4.90412802   4.72452213       0.00027825   -0.00525213  
  3698.00000000   4.69846000   0.05380500   4.89910542   4.72121565       0.00026066   -0.02275565  
  3699.00000000   4.71282000   0.05374930   4.89405685   4.71789192       0.00024260   -0.00507192  
  3700.00000000   4.72986000   0.05371750   4.88903799   4.71460424       0.00022543    0.01525576  
  3701.00000000   4.71176000   0.05346070   4.88408963   4.71139091       0.00019428    0.00036909  
  3702.00000000   4.70793000   0.05330180   4.87921939   4.70825721       0.00014817   -0.00032721  
  3703.00000000   4.70635000   0.05313440   4.87440981   4.70518332       0.00011397    0.00116668  
  3704.00000000   4.68723000   0.05287500   4.86963779   4.70214382       0.00008702   -0.01491382  
  3705.00000000   4.67885000   0.05270620   4.86488662   4.69911964       0.00005191   -0.02026964  
  3706.00000000   4.69284000   0.05264060   4.86014690   4.69609889       0.00006975   -0.00325889  
  3707.00000000   4.67543000   0.05240600   4.85541364   4.69307391       0.00010449   -0.01764391  
  3708.00000000   4.67736000   0.05227160   4.85068491   4.69003998       0.00009932   -0.01267998  
  3709.00000000   4.69525000   0.05221110   4.84596216   4.68699563       0.00011985    0.00825437  
  3710.00000000   4.69678000   0.05205370   4.84124984   4.68394226       0.00015831    0.01283774  
  3711.00000000   4.69035000   0.05188740   4.83655342   4.68088237       0.00019701    0.00946763  
  3712.00000000   4.67964000   0.05167650   4.83187667   4.67781687       0.00023602    0.00182313  
  3713.00000000   4.68403000   0.05153720   4.82721998   4.67474338       0.00026940    0.00928662  
  3714.00000000   4.67164000   0.05133550   4.82258057   4.67165645       0.00028978   -0.00001645  
  3715.00000000   4.65653000   0.05111650   4.81795408   4.66854908       0.00031104   -0.01201908  
  3716.00000000   4.65277000   0.05095530   4.81333608   4.66541417       0.00033292   -0.01264417  
  3717.00000000   4.64651000   0.05077300   4.80872355   4.66224598       0.00035508   -0.01573598  
  3718.00000000   4.64294000   0.05066270   4.80411741   4.65904250       0.00039605   -0.01610250  
  3719.00000000   4.66003000   0.05064900   4.79952452   4.65580749       0.00043921    0.00422251  
  3720.00000000   4.67503000   0.05056670   4.79495663   4.65254949       0.00048200    0.02248051  
  3721.00000000   4.65747000   0.05036200   4.79042551   4.64927704       0.00052571    0.00819296  
  3722.00000000   4.66466000   0.05046970   4.78593751   4.64599350       0.00057445    0.01866650  
  3723.00000000   4.67181000   0.05031550   4.78149093   4.64269434       0.00062930    0.02911566  
  3724.00000000   4.66169000   0.04997480   4.77707704   4.63936817       0.00065435    0.02232183  
  3725.00000000   4.64897000   0.04981340   4.77268369   4.63600056       0.00067605    0.01296944  
  3726.00000000   4.64346000   0.04963900   4.76829997   4.63257852       0.00069517    0.01088148  
  3727.00000000   4.63894000   0.04948850   4.76391930   4.62909361       0.00071316    0.00984639  
  3728.00000000   4.64476000   0.04941120   4.75953954   4.62554194       0.00073155    0.01921806  
  3729.00000000   4.63524000   0.04923910   4.75516097   4.62192218       0.00075056    0.01331782  
  3730.00000000   4.62975000   0.04915550   4.75078595   4.61823530       0.00076843    0.01151470  
  3731.00000000   4.63185000   0.04931310   4.74642237   4.61448797       0.00078248    0.01736203  
  3732.00000000   4.62576000   0.04893050   4.74208763   4.61069653       0.00079109    0.01506347  
  3733.00000000   4.63039000   0.04874610   4.73780734   4.60688571       0.00079449    0.02350429  
  3734.00000000   4.64711000   0.04870890   4.73360693   4.60308030       0.00079380    0.04402970  
  3735.00000000   4.61954000   0.04853610   4.72950028   4.59929384       0.00079027    0.02024616  
  3736.00000000   4.58660000   0.04841930   4.72548134   4.59552042       0.00078495   -0.00892042  
  3737.00000000   4.59577000   0.04818860   4.72152210   4.59173242       0.00077870    0.00403758  
  3738.00000000   4.60434000   0.04792690   4.71757703   4.58788466       0.00077156    0.01645534  
  3739.00000000   4.58804000   0.04771030   4.71359345   4.58392489       0.00076173    0.00411511  
  3740.00000000   4.57620000   0.04751500   4.70952834   4.57981064       0.00074583   -0.00361064  
  3741.00000000   4.58462000   0.04741760   4.70536727   4.57552812       0.00072261    0.00909188  
  3742.00000000   4.60213000   0.04736960   4.70113209   4.57109981       0.00069677    0.03103019  
  3743.00000000   4.58271000   0.04714750   4.69686597   4.56656965       0.00067663    0.01614035  
  3744.00000000   4.58077000   0.04702170   4.69260598   4.56197581       0.00066642    0.01879419  
  3745.00000000   4.58971000   0.04695680   4.68836872   4.55733627       0.00066253    0.03237373  
