           wave         flux     flux_err    norm_flux   model_flux   model_flux_err      res_flux  
  3500.00000000   0.35049500   0.03043750   0.34370044   0.33282247       0.00079629    0.01767253  
  3501.00000000   0.31710000   0.02970450   0.34351822   0.33261661       0.00079853   -0.01551661  
  3502.00000000   0.28704300   0.02878900   0.34328302   0.33235773       0.00080765   -0.04531473  
  3503.00000000   0.33697400   0.02965280   0.34301126   0.33206223       0.00079008    0.00491177  
  3504.00000000   0.35160800   0.03001650   0.34271984   0.33174701       0.00077409    0.01986099  
  3505.00000000   0.33416400   0.02947160   0.34242024   0.33142357       0.00076278    0.00274043  
  3506.00000000   0.34964900   0.02909830   0.34211814   0.33109757       0.00075380    0.01855143  
  3507.00000000   0.34553800   0.02839410   0.34181561   0.33077110       0.00074562    0.01476690  
  3508.00000000   0.33645500   0.02855200   0.34151325   0.33044473       0.00073768    0.00601027  
  3509.00000000   0.31665500   0.02827930   0.34121118   0.33011860       0.00072982   -0.01346360  
  3510.00000000   0.32596100   0.02810860   0.34090941   0.32979273       0.00072195   -0.00383173  
  3511.00000000   0.34481800   0.02839200   0.34060800   0.32946715       0.00071409    0.01535085  
  3512.00000000   0.33309100   0.02828870   0.34030701   0.32914195       0.00070632    0.00394905  
  3513.00000000   0.31738900   0.02772640   0.34000645   0.32881712       0.00069869   -0.01142812  
  3514.00000000   0.32604400   0.02752420   0.33970623   0.32849259       0.00069109   -0.00244859  
  3515.00000000   0.32568800   0.02747130   0.33940628   0.32816825       0.00068342   -0.00248025  
  3516.00000000   0.32877600   0.02764210   0.33910657   0.32784412       0.00067571    0.00093188  
  3517.00000000   0.33298600   0.02740860   0.33880719   0.32752027       0.00066804    0.00546573  
  3518.00000000   0.30993700   0.02687530   0.33850821   0.32719675       0.00066049   -0.01725975  
  3519.00000000   0.31343100   0.02680550   0.33820963   0.32687358       0.00065303   -0.01344258  
  3520.00000000   0.31322400   0.02675470   0.33791141   0.32655073       0.00064560   -0.01332673  
  3521.00000000   0.34402100   0.02710370   0.33761352   0.32622814       0.00063820    0.01779286  
  3522.00000000   0.37377400   0.02744530   0.33731592   0.32590580       0.00063081    0.04786820  
  3523.00000000   0.35394500   0.02695580   0.33701864   0.32558372       0.00062342    0.02836128  
